section,line_item,fiscal_year,budgeted,actual
ADMINISTRATION,Listing Mileage/Expenses,2017,2500,2769
ADMINISTRATION,Listing Mileage/Expenses,2018,2500,
ADMINISTRATION,Listing Mileage/Expenses,2019,2500,
ADMINISTRATION,Clerk's Office Seminars,2017,300,245
ADMINISTRATION,Clerk's Office Seminars,2018,300,
ADMINISTRATION,Clerk's Office Seminars,2019,300,
ADMINISTRATION,Listing Mapping,2017,750,0
ADMINISTRATION,Listing Mapping,2018,750,
ADMINISTRATION,Listing Mapping,2019,750,
ADMINISTRATION,Copier Lease,2017,2100,1931
ADMINISTRATION,Copier Lease,2018,2100,
ADMINISTRATION,Copier Lease,2019,2100,
ADMINISTRATION,Computer Maintenance,2017,5000,8038
ADMINISTRATION,Computer Maintenance,2018,5000,
ADMINISTRATION,Computer Maintenance,2019,5000,
ADMINISTRATION,Land Acquisition,2017,0,0
ADMINISTRATION,Land Acquisition,2018,0,
ADMINISTRATION,Land Acquisition,2019,0,
ADMINISTRATION,ACS Recording Loan,2017,0,0
ADMINISTRATION,ACS Recording Loan,2018,960,
ADMINISTRATION,ACS Recording Loan,2019,0,
ADMINISTRATION,ACS Recording Interest,2017,0,0
ADMINISTRATION,ACS Recording Interest,2018,84,
ADMINISTRATION,ACS Recording Interest,2019,0,
TOWN HALL,Electricity,2017,2000,2202
TOWN HALL,Electricity,2018,2226,
TOWN HALL,Electricity,2019,2250,
TOWN HALL,Heat,2017,4000,1569
TOWN HALL,Heat,2018,2000,
TOWN HALL,Heat,2019,2000,
TOWN HALL,Grounds,2017,2500,1709
TOWN HALL,Grounds,2018,2500,
TOWN HALL,Grounds,2019,2500,
TOWN HALL,Building Repairs,2017,4000,3781
TOWN HALL,Building Repairs,2018,3500,
TOWN HALL,Building Repairs,2019,3500,
TOWN HALL,Street Lights,2017,2200,2145
TOWN HALL,Street Lights,2018,2200,
TOWN HALL,Street Lights,2019,2200,
TOWN HALL,Janitorial,2017,,100
TOWN HALL,Janitorial,2018,1500,
TOWN HALL,Janitorial,2019,1500,
PUBLIC SAFETY,Wages: Health Officer,2017,0,0
PUBLIC SAFETY,Wages: Health Officer,2018,0,
PUBLIC SAFETY,Wages: Health Officer,2019,1040,
PUBLIC SAFETY,Wages: Animal Control Officer,2017,2000,1001
PUBLIC SAFETY,Wages: Animal Control Officer,2018,1000,
PUBLIC SAFETY,Wages: Animal Control Officer,2019,1040,
PUBLIC SAFETY,P/S : Payroll Tax (SS & MED),2017,,
PUBLIC SAFETY,P/S : Payroll Tax (SS & MED),2018,114,
PUBLIC SAFETY,P/S : Payroll Tax (SS & MED),2019,159,
PUBLIC SAFETY,Courses/Seminars,2017,100,0
PUBLIC SAFETY,Courses/Seminars,2018,100,
PUBLIC SAFETY,Courses/Seminars,2019,100,
PUBLIC SAFETY,Ambulance,2017,61810,62777
PUBLIC SAFETY,Ambulance,2018,63974,
PUBLIC SAFETY,Ambulance,2019,65894,
PUBLIC SAFETY,Speed Enforcement,2017,7500,4640
PUBLIC SAFETY,Speed Enforcement,2018,7500,
PUBLIC SAFETY,Speed Enforcement,2019,7500,
PUBLIC SAFETY,Dog Pound,2017,500,0
PUBLIC SAFETY,Dog Pound,2018,600,
PUBLIC SAFETY,Dog Pound,2019,600,
PUBLIC SAFETY,Emergency Management,2017,250,0
PUBLIC SAFETY,Emergency Management,2018,250,
PUBLIC SAFETY,Emergency Management,2019,250,
FIRE DEPARTMENT,FD-Insurance: Property & Casualty,2017,,
FIRE DEPARTMENT,FD-Insurance: Property & Casualty,2018,8200,
FIRE DEPARTMENT,FD-Insurance: Property & Casualty,2019,7370,
FIRE DEPARTMENT,FD-Insurance: Workers Compensation,2017,,
FIRE DEPARTMENT,FD-Insurance: Workers Compensation,2018,1800,
FIRE DEPARTMENT,FD-Insurance: Workers Compensation,2019,1280,
FIRE DEPARTMENT,FD-Supplies,2017,200,113
FIRE DEPARTMENT,FD-Supplies,2018,200,
FIRE DEPARTMENT,FD-Supplies,2019,200,
FIRE DEPARTMENT,FD-Equipment Repair,2017,7250,4287
FIRE DEPARTMENT,FD-Equipment Repair,2018,9500,
FIRE DEPARTMENT,FD-Equipment Repair,2019,7000,
FIRE DEPARTMENT,FD-Equipment Purchase,2017,2400,4800
FIRE DEPARTMENT,FD-Equipment Purchase,2018,4531,
FIRE DEPARTMENT,FD-Equipment Purchase,2019,6000,
FIRE DEPARTMENT,FD-Telephone,2017,1100,1061
FIRE DEPARTMENT,FD-Telephone,2018,1100,
FIRE DEPARTMENT,FD-Telephone,2019,1100,
FIRE DEPARTMENT,FD-Fast Squad,2017,1000,1015
FIRE DEPARTMENT,FD-Fast Squad,2018,1000,
FIRE DEPARTMENT,FD-Fast Squad,2019,1000,
FIRE DEPARTMENT,FD-Electricity,2017,1600,1218
FIRE DEPARTMENT,FD-Electricity,2018,1600,
FIRE DEPARTMENT,FD-Electricity,2019,1600,
FIRE DEPARTMENT,FD-Fuel - Heat,2017,6000,2527
FIRE DEPARTMENT,FD-Fuel - Heat,2018,3000,
FIRE DEPARTMENT,FD-Fuel - Heat,2019,3000,
FIRE DEPARTMENT,FD-Building Maintenance,2017,2500,1893
FIRE DEPARTMENT,FD-Building Maintenance,2018,2500,
FIRE DEPARTMENT,FD-Building Maintenance,2019,1500,
FIRE DEPARTMENT,FD-Radio Dispatch,2017,19470,19996
FIRE DEPARTMENT,FD-Radio Dispatch,2018,19882,
FIRE DEPARTMENT,FD-Radio Dispatch,2019,22387,
FIRE DEPARTMENT,FD-VSFA/Dues/Accounting/Training,2017,1750,940
FIRE DEPARTMENT,FD-VSFA/Dues/Accounting/Training,2018,,
FIRE DEPARTMENT,FD-VSFA/Dues/Accounting/Training,2019,,
FIRE DEPARTMENT,FD-VSFA /Capital Fire Dues,2017,,
FIRE DEPARTMENT,FD-VSFA /Capital Fire Dues,2018,490,
FIRE DEPARTMENT,FD-VSFA /Capital Fire Dues,2019,490,
FIRE DEPARTMENT,FD-501c Legal & Accounting,2017,,
FIRE DEPARTMENT,FD-501c Legal & Accounting,2018,450,
FIRE DEPARTMENT,FD-501c Legal & Accounting,2019,450,
FIRE DEPARTMENT,FD-Training ($100 per member),2017,,
FIRE DEPARTMENT,FD-Training ($100 per member),2018,810,
FIRE DEPARTMENT,FD-Training ($100 per member),2019,810,
FIRE DEPARTMENT,FD-Forest Fire Warden,2017,250,0
FIRE DEPARTMENT,FD-Forest Fire Warden,2018,250,
FIRE DEPARTMENT,FD-Forest Fire Warden,2019,250,
FIRE DEPARTMENT,FD-GAS & Diesel,2017,2500,512
FIRE DEPARTMENT,FD-GAS & Diesel,2018,2000,
FIRE DEPARTMENT,FD-GAS & Diesel,2019,2000,
FIRE DEPARTMENT,FD-Stipends,2017,3000,3125
FIRE DEPARTMENT,FD-Stipends,2018,3000,
FIRE DEPARTMENT,FD-Stipends,2019,3000,
FIRE DEPARTMENT,FD-Communication/Radio,2017,1200,704
FIRE DEPARTMENT,FD-Communication/Radio,2018,1200,
FIRE DEPARTMENT,FD-Communication/Radio,2019,1200,
FIRE DEPARTMENT,E911 Signs,2017,0,-262
FIRE DEPARTMENT,E911 Signs,2018,0,
FIRE DEPARTMENT,E911 Signs,2019,0,
FIRE DEPARTMENT DEBT SERVICE,Fire Station Bond,2017,40000,40000
FIRE DEPARTMENT DEBT SERVICE,Fire Station Bond,2018,40000,
FIRE DEPARTMENT DEBT SERVICE,Fire Station Bond,2019,40000,
FIRE DEPARTMENT DEBT SERVICE,Fire Station Interest,2017,23357,22791
FIRE DEPARTMENT DEBT SERVICE,Fire Station Interest,2018,20583,
FIRE DEPARTMENT DEBT SERVICE,Fire Station Interest,2019,20583,
FIRE DEPARTMENT DEBT SERVICE,Freightliner Tanker - PRIN,2017,0,
FIRE DEPARTMENT DEBT SERVICE,Freightliner Tanker - PRIN,2018,0,
FIRE DEPARTMENT DEBT SERVICE,Freightliner Tanker - PRIN,2019,10400,
FIRE DEPARTMENT DEBT SERVICE,Freightliner Tanker - INT,2017,0,
FIRE DEPARTMENT DEBT SERVICE,Freightliner Tanker - INT,2018,0,
FIRE DEPARTMENT DEBT SERVICE,Freightliner Tanker - INT,2019,2100,
FIRE DEPARTMENT DEBT SERVICE,1998 Fire Truck,2017,7500,7500
FIRE DEPARTMENT DEBT SERVICE,1998 Fire Truck,2018,7500,
FIRE DEPARTMENT DEBT SERVICE,1998 Fire Truck,2019,0,
FIRE DEPARTMENT DEBT SERVICE,1998 Fire Truck Interest,2017,750,402
FIRE DEPARTMENT DEBT SERVICE,1998 Fire Truck Interest,2018,200,
FIRE DEPARTMENT DEBT SERVICE,1998 Fire Truck Interest,2019,0,
FIRE DEPARTMENT DEBT SERVICE,Equipment Note FD,2017,2000,2000
FIRE DEPARTMENT DEBT SERVICE,Equipment Note FD,2018,2000,
FIRE DEPARTMENT DEBT SERVICE,Equipment Note FD,2019,2000,
FIRE DEPARTMENT DEBT SERVICE,Equipment Note FD Interest,2017,285,512
FIRE DEPARTMENT DEBT SERVICE,Equipment Note FD Interest,2018,115,
FIRE DEPARTMENT DEBT SERVICE,Equipment Note FD Interest,2019,75,
PUBLIC WORKS,Wages: Highway,2017,191810,165545
PUBLIC WORKS,Wages: Highway,2018,195646,
PUBLIC WORKS,Wages: Highway,2019,198789,
PUBLIC WORKS,Wages: Payroll Tax (SS & MED),2017,,
PUBLIC WORKS,Wages: Payroll Tax (SS & MED),2018,15032,
PUBLIC WORKS,Wages: Payroll Tax (SS & MED),2019,15208,
PUBLIC WORKS,Wages: Unemployment,2017,,
PUBLIC WORKS,Wages: Unemployment,2018,650,
PUBLIC WORKS,Wages: Unemployment,2019,650,
PUBLIC WORKS,Wages: Retirement,2017,,
PUBLIC WORKS,Wages: Retirement,2018,10808,
PUBLIC WORKS,Wages: Retirement,2019,10934,
PUBLIC WORKS,Insurance: Health,2017,,
PUBLIC WORKS,Insurance: Health,2018,27000,
PUBLIC WORKS,Insurance: Health,2019,27923,
PUBLIC WORKS,Insurance: Property & Casualty,2017,,
PUBLIC WORKS,Insurance: Property & Casualty,2018,11800,
PUBLIC WORKS,Insurance: Property & Casualty,2019,10898,
PUBLIC WORKS,Insurance: Workers Compensation,2017,,
PUBLIC WORKS,Insurance: Workers Compensation,2018,20100,
PUBLIC WORKS,Insurance: Workers Compensation,2019,24957,
PUBLIC WORKS,Insurance: Life/LTD/AD+D,2017,,
PUBLIC WORKS,Insurance: Life/LTD/AD+D,2018,1470,
PUBLIC WORKS,Insurance: Life/LTD/AD+D,2019,1825,
PUBLIC WORKS,Uniforms/Safety Equipment,2017,,
PUBLIC WORKS,Uniforms/Safety Equipment,2018,4610,
PUBLIC WORKS,Uniforms/Safety Equipment,2019,5910,
PUBLIC WORKS,Winter Maintenance,2017,69000,69248
PUBLIC WORKS,Winter Maintenance,2018,,
PUBLIC WORKS,Winter Maintenance,2019,,
PUBLIC WORKS,Road Salt,2017,,
PUBLIC WORKS,Road Salt,2018,0,
PUBLIC WORKS,Road Salt,2019,10564,
PUBLIC WORKS,Winter Sand,2017,,
PUBLIC WORKS,Winter Sand,2018,37500,
PUBLIC WORKS,Winter Sand,2019,37500,
PUBLIC WORKS,Trucking,2017,,
PUBLIC WORKS,Trucking,2018,30000,
PUBLIC WORKS,Trucking,2019,32000,
PUBLIC WORKS,Summer Maintenance,2017,29575,18091
PUBLIC WORKS,Summer Maintenance,2018,,
PUBLIC WORKS,Summer Maintenance,2019,,
PUBLIC WORKS,"Supplies: Chloride, Seed, Patch, Fabric,etc",2017,,
PUBLIC WORKS,"Supplies: Chloride, Seed, Patch, Fabric,etc",2018,25500,
PUBLIC WORKS,"Supplies: Chloride, Seed, Patch, Fabric,etc",2019,25900,
PUBLIC WORKS,Roadside Mowing,2017,,
PUBLIC WORKS,Roadside Mowing,2018,9600,
PUBLIC WORKS,Roadside Mowing,2019,9800,
PUBLIC WORKS,Rental Equipment,2017,,
PUBLIC WORKS,Rental Equipment,2018,1000,
PUBLIC WORKS,Rental Equipment,2019,2500,
PUBLIC WORKS,Road Gravel,2017,,
PUBLIC WORKS,Road Gravel,2018,1350,
PUBLIC WORKS,Road Gravel,2019,5000,
PUBLIC WORKS,Tree Services,2017,,
PUBLIC WORKS,Tree Services,2018,500,
PUBLIC WORKS,Tree Services,2019,1000,
PUBLIC WORKS,Equipment Maintenance,2017,41300,62337
PUBLIC WORKS,Equipment Maintenance,2018,,
PUBLIC WORKS,Equipment Maintenance,2019,,
PUBLIC WORKS,Tires,2017,,
PUBLIC WORKS,Tires,2018,8500,
PUBLIC WORKS,Tires,2019,12000,
PUBLIC WORKS,Bulk Oil &DEF,2017,,
PUBLIC WORKS,Bulk Oil &DEF,2018,4050,
PUBLIC WORKS,Bulk Oil &DEF,2019,4050,
PUBLIC WORKS,Inspections,2017,,
PUBLIC WORKS,Inspections,2018,300,
PUBLIC WORKS,Inspections,2019,300,
PUBLIC WORKS,Plow & Sander Equipment,2017,,
PUBLIC WORKS,Plow & Sander Equipment,2018,8000,
PUBLIC WORKS,Plow & Sander Equipment,2019,8000,
PUBLIC WORKS,Misc. Parts & Repairs,2017,,
PUBLIC WORKS,Misc. Parts & Repairs,2018,7690,
PUBLIC WORKS,Misc. Parts & Repairs,2019,15000,
PUBLIC WORKS,Supplies & Vendors,2017,,
PUBLIC WORKS,Supplies & Vendors,2018,11550,
PUBLIC WORKS,Supplies & Vendors,2019,15000,
PUBLIC WORKS,Courses/Seminars,2017,300,125
PUBLIC WORKS,Courses/Seminars,2018,300,
PUBLIC WORKS,Courses/Seminars,2019,300,
PUBLIC WORKS,Garage Maintenance,2017,15175,15133
PUBLIC WORKS,Garage Maintenance,2018,,
PUBLIC WORKS,Garage Maintenance,2019,,
PUBLIC WORKS,Electricty,2017,2500,2340
PUBLIC WORKS,Electricty,2018,2500,
PUBLIC WORKS,Electricty,2019,2500,
PUBLIC WORKS,Heat,2017,,3460
PUBLIC WORKS,Heat,2018,4000,
PUBLIC WORKS,Heat,2019,5655,
PUBLIC WORKS,Phone,2017,1500,1580
PUBLIC WORKS,Phone,2018,1500,
PUBLIC WORKS,Phone,2019,1500,
PUBLIC WORKS,"Shop Supplies  (towels,etc)",2017,,
PUBLIC WORKS,"Shop Supplies  (towels,etc)",2018,1000,
PUBLIC WORKS,"Shop Supplies  (towels,etc)",2019,1030,
PUBLIC WORKS,Waste Disposal,2017,,
PUBLIC WORKS,Waste Disposal,2018,1000,
PUBLIC WORKS,Waste Disposal,2019,1000,
PUBLIC WORKS,Air Gas Service Contract,2017,,
PUBLIC WORKS,Air Gas Service Contract,2018,775,
PUBLIC WORKS,Air Gas Service Contract,2019,775,
PUBLIC WORKS,Vermont State UST Fee,2017,,
PUBLIC WORKS,Vermont State UST Fee,2018,50,
PUBLIC WORKS,Vermont State UST Fee,2019,50,
PUBLIC WORKS,Fuel Tank Maintenance,2017,,
PUBLIC WORKS,Fuel Tank Maintenance,2018,300,
PUBLIC WORKS,Fuel Tank Maintenance,2019,300,
PUBLIC WORKS,Garage DoorMaintenance,2017,,
PUBLIC WORKS,Garage DoorMaintenance,2018,1500,
PUBLIC WORKS,Garage DoorMaintenance,2019,1000,
PUBLIC WORKS,Office Supplies & Misc,2017,,
PUBLIC WORKS,Office Supplies & Misc,2018,500,
PUBLIC WORKS,Office Supplies & Misc,2019,500,
PUBLIC WORKS,Gas/Diesel,2017,60000,32870
PUBLIC WORKS,Gas/Diesel,2018,42000,
PUBLIC WORKS,Gas/Diesel,2019,41500,
PUBLIC WORKS,Culverts,2017,4000,6920
PUBLIC WORKS,Culverts,2018,15000,
PUBLIC WORKS,Culverts,2019,20000,
PUBLIC WORKS,Signs,2017,3500,698
PUBLIC WORKS,Signs,2018,3500,
PUBLIC WORKS,Signs,2019,3500,
PUBLIC WORKS,Bridge Fund,2017,2000,0
PUBLIC WORKS,Bridge Fund,2018,6000,
PUBLIC WORKS,Bridge Fund,2019,6000,
PUBLIC WORKS,Paving Fund,2017,20000,20000
PUBLIC WORKS,Paving Fund,2018,30000,
PUBLIC WORKS,Paving Fund,2019,30000,
PUBLIC WORKS,Town Garage Building Fund,2017,0,0
PUBLIC WORKS,Town Garage Building Fund,2018,0,
PUBLIC WORKS,Town Garage Building Fund,2019,5000,
PUBLIC WORKS,Construction & Paving,2017,64125,76377
PUBLIC WORKS,Construction & Paving,2018,56200,
PUBLIC WORKS,Construction & Paving,2019,20000,
PUBLIC WORKS,Tool Purchase Budget,2017,3500,3244
PUBLIC WORKS,Tool Purchase Budget,2018,5050,
PUBLIC WORKS,Tool Purchase Budget,2019,3500,
PUBLIC WORKS,Grants-Town Match,2017,0,37724
PUBLIC WORKS,Grants-Town Match,2018,0,
PUBLIC WORKS,Grants-Town Match,2019,0,
PUBLIC WORKS,Green-Up,2017,0,832
PUBLIC WORKS,Green-Up,2018,0,
PUBLIC WORKS,Green-Up,2019,0,
PUBLIC WORKS DEBT SERVICE,2010 International Dump-PRIN,2017,10000,10000
PUBLIC WORKS DEBT SERVICE,2010 International Dump-PRIN,2018,10000,
PUBLIC WORKS DEBT SERVICE,2010 International Dump-PRIN,2019,0,
PUBLIC WORKS DEBT SERVICE,2010 Int Dump - INT,2017,879,533
PUBLIC WORKS DEBT SERVICE,2010 Int Dump - INT,2018,350,
PUBLIC WORKS DEBT SERVICE,2010 Int Dump - INT,2019,0,
PUBLIC WORKS DEBT SERVICE,2018 International Dump-PRIN,2017,,0
PUBLIC WORKS DEBT SERVICE,2018 International Dump-PRIN,2018,0,
PUBLIC WORKS DEBT SERVICE,2018 International Dump-PRIN,2019,25000,
PUBLIC WORKS DEBT SERVICE,2018 International Dump-INT,2017,,0
PUBLIC WORKS DEBT SERVICE,2018 International Dump-INT,2018,0,
PUBLIC WORKS DEBT SERVICE,2018 International Dump-INT,2019,2400,
PUBLIC WORKS DEBT SERVICE,2014 Western Star 4700 -PRIN,2017,29008,29007
PUBLIC WORKS DEBT SERVICE,2014 Western Star 4700 -PRIN,2018,29008,
PUBLIC WORKS DEBT SERVICE,2014 Western Star 4700 -PRIN,2019,29008,
PUBLIC WORKS DEBT SERVICE,2014 West. Star Trk-INTER,2017,2435,2439
PUBLIC WORKS DEBT SERVICE,2014 West. Star Trk-INTER,2018,1619,
PUBLIC WORKS DEBT SERVICE,2014 West. Star Trk-INTER,2019,810,
PUBLIC WORKS DEBT SERVICE,2015 GMC TRK-PRIN,2017,5870,5870
PUBLIC WORKS DEBT SERVICE,2015 GMC TRK-PRIN,2018,5870,
PUBLIC WORKS DEBT SERVICE,2015 GMC TRK-PRIN,2019,5870,
PUBLIC WORKS DEBT SERVICE,2015 GMC TRK - INT,2017,520,514
PUBLIC WORKS DEBT SERVICE,2015 GMC TRK - INT,2018,347,
PUBLIC WORKS DEBT SERVICE,2015 GMC TRK - INT,2019,174,
