section,line_item,fiscal_year,budgeted,actual
Town Hall,Street Lights,2026,2500.0,
Town Hall,Street Lights,2027,2500.0,
Town Hall,Janitorial,2025,1500.0,1464.31
Town Hall,Janitorial,2026,1500.0,
Town Hall,Janitorial,2027,1500.0,
Public Safety,Wages: Health Officer,2025,886.0,51.11
Public Safety,Wages: Health Officer,2026,885.83,
Public Safety,Wages: Health Officer,2027,912.39,
Public Safety,Wages: Animal Control Officer,2025,738.0,0.0
Public Safety,Wages: Animal Control Officer,2026,738.19,
Public Safety,Wages: Animal Control Officer,2027,760.28,
Public Safety,P/S : Payroll Tax (SS & MED ),2025,131.0,3.91
Public Safety,P/S : Payroll Tax (SS & MED ),2026,131.38,
Public Safety,P/S : Payroll Tax (SS & MED ),2027,127.96,
Public Safety,P/S : Payroll Tax ACT76 Child Care,2025,0.0,0.22
Public Safety,P/S : Payroll Tax ACT76 Child Care,2027,7.36,
Public Safety,P/S: Workers Compensation,2025,103.0,121.17
Public Safety,P/S: Workers Compensation,2026,64.43,
Public Safety,P/S: Workers Compensation,2027,66.36,
Public Safety,Public Safety: unemployment,2025,0.0,3.61
Public Safety,Public Safety: unemployment,2026,7.96,
Public Safety,Public Safety: unemployment,2027,15.05,
Public Safety,Insurance Property & Casulty,2025,0.0,
Public Safety,Insurance Property & Casulty,2026,8.2,
Public Safety,Insurance Property & Casulty,2027,0.0,
Public Safety,Courses/Seminars,2025,0.0,
Public Safety,Courses/Seminars,2026,200.0,
Public Safety,Courses/Seminars,2027,100.0,
Public Safety,Ambulance,2025,75000.0,80490.0
Public Safety,Ambulance,2026,115635.0,
Public Safety,Ambulance,2027,115635.0,
Public Safety,Speed Enforcement,2025,2500.0,0.0
Public Safety,Speed Enforcement,2026,0.0,
Public Safety,Speed Enforcement,2027,0.0,
Public Safety,Dog Pound-Other Animal Control Expenses,2025,300.0,883.74
Public Safety,Dog Pound-Other Animal Control Expenses,2026,300.0,
Public Safety,Dog Pound-Other Animal Control Expenses,2027,300.0,
Public Safety,Emergency Management,2025,500.0,0.0
Public Safety,Emergency Management,2026,0.0,
Public Safety,Emergency Management,2027,0.0,
Fire Department,FD-Insurance: Property & Casualty,2025,7500.0,12207.92
Fire Department,FD-Insurance: Property & Casualty,2026,11362.97,
Fire Department,FD-Insurance: Property & Casualty,2027,11978.91,
Fire Department,FD-Insurance: Workers Compensation,2025,1300.0,1494.06
Fire Department,FD-Insurance: Workers Compensation,2026,1300.0,
Fire Department,FD-Insurance: Workers Compensation,2027,1300.0,
Fire Department,FD-Supplies,2025,600.0,682.28
Fire Department,FD-Supplies,2026,600.0,
Fire Department,FD-Supplies,2027,600.0,
Fire Department,FD-Equipment Repair,2025,9000.0,7519.68
Fire Department,FD-Equipment Repair,2026,9000.0,
Fire Department,FD-Equipment Repair,2027,9000.0,
Fire Department,FD-Equipment Purchase,2025,4200.0,9226.5
Fire Department,FD-Equipment Purchase,2026,4200.0,
Fire Department,FD-Equipment Purchase,2027,5000.0,
Fire Department,FD-Telephone,2025,1560.0,1602.15
Fire Department,FD-Telephone,2026,1750.0,
Fire Department,FD-Telephone,2027,1750.0,
Fire Department,FD-Fast Squad,2025,1500.0,241.05
Fire Department,FD-Fast Squad,2026,1000.0,
Fire Department,FD-Fast Squad,2027,1000.0,
Fire Department,FD-Electricity,2025,2415.0,2831.21
Fire Department,FD-Electricity,2026,2415.0,
Fire Department,FD-Electricity,2027,2415.0,
Fire Department,FD-Fuel - Heat,2025,4515.0,3448.68
Fire Department,FD-Fuel - Heat,2026,4515.0,
Fire Department,FD-Fuel - Heat,2027,4515.0,
Fire Department,FD-Building Maintenance,2025,4250.0,2971.5
Fire Department,FD-Building Maintenance,2026,4500.0,
Fire Department,FD-Building Maintenance,2027,3500.0,
Fire Department,FD-Radio Dispatch,2025,33696.0,34254.67
Fire Department,FD-Radio Dispatch,2026,36026.44,
Fire Department,FD-Radio Dispatch,2027,36556.81,
Fire Department,FD-VSFA/Dues/Accounting/Training,2025,1875.0,691.36
Fire Department,FD-VSFA/Dues/Accounting/Training,2026,1700.0,
Fire Department,FD-VSFA/Dues/Accounting/Training,2027,1700.0,
Fire Department,Courses & Seminars,2025,300.0,0.0
Fire Department,Courses & Seminars,2026,500.0,
Fire Department,Courses & Seminars,2027,500.0,
Fire Department,FD-Forest Fire Warden,2025,250.0,0.0
Fire Department,FD-Forest Fire Warden,2026,250.0,
Fire Department,FD-Forest Fire Warden,2027,250.0,
Fire Department,FD-GAS & Diesel,2025,1500.0,0.0
Fire Department,FD-GAS & Diesel,2026,1000.0,
Fire Department,FD-GAS & Diesel,2027,1000.0,
Fire Department,FD-Stipends,2025,18000.0,17006.02
Fire Department,FD-Stipends,2026,22000.0,
Fire Department,FD-Stipends,2027,22000.0,
Fire Department,FD: Payroll Taxes,2025,0.0,1621.92
Fire Department,FD: Payroll Taxes,2026,1779.8,
Fire Department,FD: Payroll Taxes,2027,1683.0,
Fire Department,FD: Childcare Contributions,2027,96.8,
Fire Department,FD-Communication/Radio,2025,1200.0,561.0
Fire Department,FD-Communication/Radio,2026,1200.0,
Fire Department,FD-Communication/Radio,2027,1200.0,
Fire Department,FD: Subcontracted Services,2025,0.0,
Fire Department,FD: Subcontracted Services,2026,300.0,
Fire Department,FD: Subcontracted Services,2027,300.0,
Fire Department,FD: Towing,2025,0.0,800.0
Fire Department,FD: Towing,2026,0.0,
Fire Department,FD: Towing,2027,1000.0,
Fire Department Debt Service,Fire Station Bond,2025,40000.0,40000.0
Fire Department Debt Service,Fire Station Bond,2026,40000.0,
Fire Department Debt Service,Fire Station Bond,2027,40000.0,
Fire Department Debt Service,Fire Station Interest,2025,10548.0,8908.18
Fire Department Debt Service,Fire Station Interest,2026,8699.7,
Fire Department Debt Service,Fire Station Interest,2027,6817.23,
Fire Department Debt Service,VTECH Freightliner Tanker - PRIN,2025,14593.0,14593.43
Fire Department Debt Service,VTECH Freightliner Tanker - PRIN,2026,14593.0,
Fire Department Debt Service,VTECH Freightliner Tanker - PRIN,2027,0.0,
Fire Department Debt Service,VTECH Freightliner Tanker - INT,2025,876.0,976.64
Fire Department Debt Service,VTECH Freightliner Tanker - INT,2026,437.49,
Fire Department Debt Service,VTECH Freightliner Tanker - INT,2027,0.0,
Winter Maintenance,Road Salt,2025,19800.0,19877.58
Winter Maintenance,Road Salt,2026,19800.0,
Winter Maintenance,Road Salt,2027,20400.0,
Winter Maintenance,Winter Sand,2025,25500.0,36844.0
Winter Maintenance,Winter Sand,2026,30000.0,
Winter Maintenance,Winter Sand,2027,65000.0,
Winter Maintenance,Trucking,2025,25000.0,33625.0
Winter Maintenance,Trucking,2026,25000.0,
Winter Maintenance,Trucking,2027,65000.0,
Winter Maintenance,Tire Chains,2025,10500.0,4357.5
Winter Maintenance,Tire Chains,2026,12500.0,
Winter Maintenance,Tire Chains,2027,8000.0,
Winter Maintenance,Salt Shed,2025,0.0,1786.65
Winter Maintenance,Salt Shed,2026,0.0,
Summer Maintenance,Seed,2025,2000.0,
Summer Maintenance,Seed,2026,2000.0,
Summer Maintenance,Seed,2027,0.0,
Summer Maintenance,Hot Mix/Cold Patch,2025,1000.0,2981.27
Summer Maintenance,Hot Mix/Cold Patch,2026,1500.0,
Summer Maintenance,Hot Mix/Cold Patch,2027,2000.0,
Summer Maintenance,Stone Ditch Lining,2025,0.0,757.2
Summer Maintenance,Stone Ditch Lining,2026,0.0,
Summer Maintenance,Road Gravel,2025,40000.0,27340.33
Summer Maintenance,Road Gravel,2026,60000.0,
Summer Maintenance,Road Gravel,2027,60000.0,
Summer Maintenance,Roadside Mowing,2025,7000.0,0.0
Summer Maintenance,Roadside Mowing,2026,10000.0,
Summer Maintenance,Roadside Mowing,2027,11000.0,
Summer Maintenance,Chloride,2025,23000.0,27878.12
Summer Maintenance,Chloride,2026,23000.0,
Summer Maintenance,Chloride,2027,28000.0,
Summer Maintenance,Rental Equipment,2025,3000.0,3774.68
Summer Maintenance,Rental Equipment,2026,3000.0,
Summer Maintenance,Rental Equipment,2027,3000.0,
Summer Maintenance,Tree Service,2025,5000.0,0.0
Summer Maintenance,Tree Service,2026,0.0,
Summer Maintenance,Tree Service,2027,5000.0,
Summer Maintenance,Green-Up,2025,500.0,520.59
Summer Maintenance,Green-Up,2026,1500.0,
Summer Maintenance,Green-Up,2027,1000.0,
Summer Maintenance,Storm Water Discharge Fee,2025,1590.0,1350.0
Summer Maintenance,Storm Water Discharge Fee,2026,1590.0,
Summer Maintenance,Storm Water Discharge Fee,2027,1590.0,
Equipment Maintenance,Equipment Repairs & Vendors,2025,38000.0,50679.92
Equipment Maintenance,Equipment Repairs & Vendors,2026,43000.0,
Equipment Maintenance,Equipment Repairs & Vendors,2027,44000.0,
Equipment Maintenance,Equipment Parts & Supplies,2025,20000.0,16231.33
Equipment Maintenance,Equipment Parts & Supplies,2026,20000.0,
Equipment Maintenance,Equipment Parts & Supplies,2027,20000.0,
Equipment Maintenance,Plow & Sander Equipment,2025,8000.0,12394.26
Equipment Maintenance,Plow & Sander Equipment,2026,8000.0,
Equipment Maintenance,Plow & Sander Equipment,2027,8000.0,
Equipment Maintenance,Bulk Oil & DEF,2025,5200.0,2042.25
Equipment Maintenance,Bulk Oil & DEF,2026,5200.0,
Equipment Maintenance,Bulk Oil & DEF,2027,5200.0,
Equipment Maintenance,Used Oil Recycling,2025,400.0,
Equipment Maintenance,Used Oil Recycling,2026,500.0,
Equipment Maintenance,Used Oil Recycling,2027,500.0,
Equipment Maintenance,Inspections,2025,750.0,458.0
Equipment Maintenance,Inspections,2026,750.0,
Equipment Maintenance,Inspections,2027,750.0,
Equipment Maintenance,Towing,2025,2500.0,1650.0
Equipment Maintenance,Towing,2026,3000.0,
Equipment Maintenance,Towing,2027,3000.0,
Equipment Maintenance,Tires,2025,9000.0,13605.53
Equipment Maintenance,Tires,2026,10000.0,
Equipment Maintenance,Tires,2027,23000.0,
Specialized Services,Sub Contractor,2025,30000.0,26916.75
Specialized Services,Sub Contractor,2026,20000.0,
Specialized Services,Sub Contractor,2027,30000.0,
Specialized Services,Road Inventory Software,2025,0.0,
Specialized Services,Road Inventory Software,2026,6600.0,
Specialized Services,Road Inventory Software,2027,4000.0,
Garage Maintenance,"Shop Supplies (Towels, Rags, etc)",2025,2000.0,4041.18
Garage Maintenance,"Shop Supplies (Towels, Rags, etc)",2026,2500.0,
Garage Maintenance,"Shop Supplies (Towels, Rags, etc)",2027,3000.0,
Garage Maintenance,Waste Disposal,2025,2000.0,2490.06
Garage Maintenance,Waste Disposal,2026,2700.0,
Garage Maintenance,Waste Disposal,2027,2700.0,
Garage Maintenance,Air Gas Services,2025,775.0,888.03
Garage Maintenance,Air Gas Services,2026,775.0,
Garage Maintenance,Air Gas Services,2027,1000.0,
Garage Maintenance,Fuel Tank Maintenance,2025,500.0,0.0
Garage Maintenance,Fuel Tank Maintenance,2026,500.0,
Garage Maintenance,Fuel Tank Maintenance,2027,500.0,
Garage Maintenance,Garage Door Maintenance,2025,500.0,0.0
Garage Maintenance,Garage Door Maintenance,2026,500.0,
Garage Maintenance,Garage Door Maintenance,2027,500.0,
Garage Maintenance,Office Supplies & Misc,2025,500.0,85.07
Garage Maintenance,Office Supplies & Misc,2026,500.0,
Garage Maintenance,Office Supplies & Misc,2027,500.0,
Garage Maintenance,Small Tool Purchases,2025,1500.0,428.17
Garage Maintenance,Small Tool Purchases,2026,1500.0,
Garage Maintenance,Small Tool Purchases,2027,1500.0,
Garage Maintenance,Building Maintenance,2025,,460.0
Utilities,Electricty,2025,4000.0,2737.87
Utilities,Electricty,2026,4000.0,
Utilities,Electricty,2027,3500.0,
Utilities,Heat,2025,6500.0,10088.73
Utilities,Heat,2026,6500.0,
Utilities,Heat,2027,7500.0,
Utilities,Phone,2025,1000.0,1373.21
Utilities,Phone,2026,1500.0,
Utilities,Phone,2027,1500.0,
Gas & Diesel,GAS,2025,6000.0,5333.21
Gas & Diesel,GAS,2026,6000.0,
Gas & Diesel,GAS,2027,6000.0,
Gas & Diesel,Diesel,2025,60000.0,39704.75
Gas & Diesel,Diesel,2026,60000.0,
Gas & Diesel,Diesel,2027,60000.0,
Wages & Benefits,Wages: Foreman & Crew,2025,277226.0,262262.3
Wages & Benefits,Wages: Foreman & Crew,2026,288000.96,
Wages & Benefits,Wages: Foreman & Crew,2027,296635.93,
Wages & Benefits,Wages:Road Commissioner,2027,9360.0,
Wages & Benefits,P/W : Payroll Tax (SS & MED),2025,22428.0,21118.13
Wages & Benefits,P/W : Payroll Tax (SS & MED),2026,23299.28,
Wages & Benefits,P/W : Payroll Tax (SS & MED),2027,23408.69,
Wages & Benefits,P/W : Payroll Tax Child Care Contribution,2027,1346.38,
Wages & Benefits,Unemployment Taxes,2025,280.0,315.43
Wages & Benefits,Unemployment Taxes,2026,290.08,
Wages & Benefits,Unemployment Taxes,2027,624.24,
Wages & Benefits,Retirement,2025,19406.0,18308.39
Wages & Benefits,Retirement,2026,20880.07,
Wages & Benefits,Retirement,2027,22247.69,
Wages & Benefits,Life & ADD& Long Term Disability,2025,1620.0,1324.83
Wages & Benefits,Life & ADD& Long Term Disability,2026,1620.0,
Wages & Benefits,Life & ADD& Long Term Disability,2027,1692.0,
Wages & Benefits,Health Insurance Premium & HSA,2025,60148.0,60087.28
Wages & Benefits,Health Insurance Premium & HSA,2026,85580.93,
Wages & Benefits,Health Insurance Premium & HSA,2027,93440.21,
Wages & Benefits,Dental & Vision,2027,3150.0,
Wages & Benefits,"Uniforms, Safety Equip, DOT Compliance",2025,5000.0,4504.08
Wages & Benefits,"Uniforms, Safety Equip, DOT Compliance",2026,5000.0,
Wages & Benefits,"Uniforms, Safety Equip, DOT Compliance",2027,5000.0,
Wages & Benefits,Property & Casualty Insurance,2025,13300.0,13564.34
Wages & Benefits,Property & Casualty Insurance,2026,11800.0,
Wages & Benefits,Property & Casualty Insurance,2027,9915.8,
Wages & Benefits,Workers Comp Insurance,2025,19855.0,31886.06
Wages & Benefits,Workers Comp Insurance,2026,21312.07,
Wages & Benefits,Workers Comp Insurance,2027,22643.7,
Wages & Benefits,Mileage Reimbursement,2025,500.0,479.72
Wages & Benefits,Mileage Reimbursement,2026,500.0,
Wages & Benefits,Mileage Reimbursement,2027,500.0,
Wages & Benefits,Courses & Seminars,2025,300.0,40.0
Wages & Benefits,Courses & Seminars,2026,300.0,
Wages & Benefits,Courses & Seminars,2027,0.0,
HWY/MISC,Culverts,2025,9000.0,11321.64
HWY/MISC,Culverts,2026,14000.0,
HWY/MISC,Culverts,2027,14000.0,
HWY/MISC,Signs,2025,4000.0,560.22
HWY/MISC,Signs,2026,7000.0,
HWY/MISC,Signs,2027,4000.0,
HWY/MISC,Guardrails,2025,5000.0,0.0
HWY/MISC,Guardrails,2026,5000.0,
HWY/MISC,Guardrails,2027,12000.0,
HWY/MISC,Small Equipment Purchase,2025,1500.0,0.0
HWY/MISC,Small Equipment Purchase,2026,1500.0,
HWY/MISC,Small Equipment Purchase,2027,1500.0,
HWY/MISC,Grants: Town Match,2025,0.0,
HWY/MISC,Grants: Town Match,2026,50000.0,
HWY/MISC,Grants: Town Match,2027,25000.0,
Construction,Gravel,2025,10000.0,0.0
Construction,Gravel,2026,0.0,
Construction,Gravel,2027,0.0,
Construction,Ditch Stone,2025,10000.0,3770.39
Construction,Ditch Stone,2026,10000.0,
Construction,Ditch Stone,2027,15000.0,
Construction,Hydro Seeding,2025,5000.0,
Construction,Hydro Seeding,2026,5000.0,
Construction,Hydro Seeding,2027,5000.0,
Construction,Ledge Removal,2025,6000.0,
Construction,Ledge Removal,2026,6000.0,
Construction,Ledge Removal,2027,0.0,
Construction,Erosion Matting,2025,600.0,
Construction,Erosion Matting,2026,600.0,
Construction,Erosion Matting,2027,600.0,
Construction,Mud Season Mitigation,2025,37500.0,255.5
Construction,Mud Season Mitigation,2026,20000.0,
Construction,Mud Season Mitigation,2027,10000.0,
Flood Disaster-Unbudgeted,Highway -Emergency Flood 2023,2025,0.0,2179005.96
Flood Disaster-Unbudgeted,Highway -Emergency Flood 2023,2026,0.0,
Flood Disaster-Unbudgeted,Highway -Emergency Flood 2023,2027,0.0,
Flood Disaster-Unbudgeted,Highway -Emergency Flood 2024,2025,0.0,3156718.18
Flood Disaster-Unbudgeted,Highway -Emergency Flood 2024,2026,0.0,
Flood Disaster-Unbudgeted,Highway -Emergency Flood 2024,2027,0.0,
Public Works Debt Service,2023 Kenworth Dump,2025,40000.0,40000.0
Public Works Debt Service,2023 Kenworth Dump,2026,40000.0,
Public Works Debt Service,2023 Kenworth Dump,2027,40000.0,
Public Works Debt Service,2023 Kenworth Dump - INT,2025,3889.0,3860.99
Public Works Debt Service,2023 Kenworth Dump - INT,2026,2768.0,
Public Works Debt Service,2023 Kenworth Dump - INT,2027,1653.8,
Public Works Debt Service,2021 John Deere Grader,2025,18700.0,18700.0
Public Works Debt Service,2021 John Deere Grader,2026,18700.0,
Public Works Debt Service,2021 John Deere Grader,2027,18700.0,
Public Works Debt Service,2022 John Deere Grader-INT,2025,5964.0,5975.14
Public Works Debt Service,2022 John Deere Grader-INT,2026,5491.0,
Public Works Debt Service,2022 John Deere Grader-INT,2027,5039.65,
Public Works Debt Service,2019 Freightliner Dump,2025,21409.0,21408.57
Public Works Debt Service,2019 Freightliner Dump,2026,21409.0,
Public Works Debt Service,2019 Freightliner Dump,2027,0.0,
Public Works Debt Service,2019 Freightliner Dump-INT,2025,1393.0,1364.34
Public Works Debt Service,2019 Freightliner Dump-INT,2026,695.0,
Public Works Debt Service,2019 Freightliner Dump-INT,2027,0.0,
Public Works Debt Service,2024 Case Excavator-PRIN,2025,0.0,
