section,line_item,fiscal_year,budgeted,actual
TOWN INSURANCES,Unemployment Comp,2014,2000,
TOWN INSURANCES,Unemployment Comp,2015,1488,
TOWN INSURANCES,Property & Casualty,2013,16000,12826
TOWN INSURANCES,Property & Casualty,2014,18000,
TOWN INSURANCES,Property & Casualty,2015,13853,
TOWN INSURANCES,Total TOWN INSURANCES,2013,25957,25231
TOWN INSURANCES,Total TOWN INSURANCES,2014,29000,
TOWN INSURANCES,Total TOWN INSURANCES,2015,27250,
EMPLOYEE BENEFITS,Social Security,2013,15906,14806
EMPLOYEE BENEFITS,Social Security,2014,16700,
EMPLOYEE BENEFITS,Social Security,2015,16500,
EMPLOYEE BENEFITS,Medicare,2013,37200,3463
EMPLOYEE BENEFITS,Medicare,2014,3900,
EMPLOYEE BENEFITS,Medicare,2015,4000,
EMPLOYEE BENEFITS,Retirement,2013,11222,10759
EMPLOYEE BENEFITS,Retirement,2014,12421,
EMPLOYEE BENEFITS,Retirement,2015,12000,
EMPLOYEE BENEFITS,Life Insurance,2013,860,1914
EMPLOYEE BENEFITS,Life Insurance,2014,950,
EMPLOYEE BENEFITS,Life Insurance,2015,2000,
EMPLOYEE BENEFITS,Health Insurance,2013,33000,28538
EMPLOYEE BENEFITS,Health Insurance,2014,35000,
EMPLOYEE BENEFITS,Health Insurance,2015,23550,
EMPLOYEE BENEFITS,Long Term Care Ins,2013,950,0
EMPLOYEE BENEFITS,Long Term Care Ins,2014,950,
EMPLOYEE BENEFITS,Long Term Care Ins,2015,0,
EMPLOYEE BENEFITS,Total EMPLOYEE BENEFITS,2013,99138,59480
EMPLOYEE BENEFITS,Total EMPLOYEE BENEFITS,2014,69921,
EMPLOYEE BENEFITS,Total EMPLOYEE BENEFITS,2015,58050,
ADMINISTRATION,Clerk/Treasurer,2013,38119,40990
ADMINISTRATION,Clerk/Treasurer,2014,39088,
ADMINISTRATION,Clerk/Treasurer,2015,24607,
ADMINISTRATION,Office Staff Salary,2013,13578,13532
ADMINISTRATION,Office Staff Salary,2014,17085,
ADMINISTRATION,Office Staff Salary,2015,27700,
ADMINISTRATION,Lister Wages,2013,5000,5960
ADMINISTRATION,Lister Wages,2014,7500,
ADMINISTRATION,Lister Wages,2015,7000,
ADMINISTRATION,Clerical Mileage,2013,250,123
ADMINISTRATION,Clerical Mileage,2014,250,
ADMINISTRATION,Clerical Mileage,2015,250,
ADMINISTRATION,Office Supplies,2013,2300,2580
ADMINISTRATION,Office Supplies,2014,2300,
ADMINISTRATION,Office Supplies,2015,2600,
ADMINISTRATION,Equipment Repair,2013,250,0
ADMINISTRATION,Equipment Repair,2014,250,
ADMINISTRATION,Equipment Repair,2015,0,
ADMINISTRATION,Equipment Purchase,2013,2500,1665
ADMINISTRATION,Equipment Purchase,2014,2500,
ADMINISTRATION,Equipment Purchase,2015,2000,
ADMINISTRATION,Telephone,2013,3300,4203
ADMINISTRATION,Telephone,2014,3800,
ADMINISTRATION,Telephone,2015,4200,
ADMINISTRATION,Postage,2013,2000,2563
ADMINISTRATION,Postage,2014,3000,
ADMINISTRATION,Postage,2015,3000,
ADMINISTRATION,Auditing,2013,3300,3475
ADMINISTRATION,Auditing,2014,3400,
ADMINISTRATION,Auditing,2015,5000,
ADMINISTRATION,Listing Mileage/Expenses,2013,2200,2248
ADMINISTRATION,Listing Mileage/Expenses,2014,2000,
ADMINISTRATION,Listing Mileage/Expenses,2015,2400,
ADMINISTRATION,Clerk’s Office Seminars,2013,500,194
ADMINISTRATION,Clerk’s Office Seminars,2014,500,
ADMINISTRATION,Clerk’s Office Seminars,2015,300,
ADMINISTRATION,Listing Mapping,2013,500,0
ADMINISTRATION,Listing Mapping,2014,750,
ADMINISTRATION,Listing Mapping,2015,750,
ADMINISTRATION,Copier Lease,2013,2030,2367
ADMINISTRATION,Copier Lease,2014,2200,
ADMINISTRATION,Copier Lease,2015,2500,
ADMINISTRATION,Computer Maintenance,2013,2450,4534
ADMINISTRATION,Computer Maintenance,2014,5900,
ADMINISTRATION,Computer Maintenance,2015,5000,
ADMINISTRATION,Total ADMINISTRATION,2013,78277,84434
ADMINISTRATION,Total ADMINISTRATION,2014,90523,
ADMINISTRATION,Total ADMINISTRATION,2015,87307,
TOWN HALL & STORAGE,Electricity,2013,1900,2553
TOWN HALL & STORAGE,Electricity,2014,2100,
TOWN HALL & STORAGE,Electricity,2015,2600,
TOWN HALL & STORAGE,Heat,2013,4000,2438
TOWN HALL & STORAGE,Heat,2014,4500,
TOWN HALL & STORAGE,Heat,2015,3000,
TOWN HALL & STORAGE,Grounds,2013,1500,1510
TOWN HALL & STORAGE,Grounds,2014,1500,
TOWN HALL & STORAGE,Grounds,2015,1500,
TOWN HALL & STORAGE,Building Repairs,2013,5000,7499
TOWN HALL & STORAGE,Building Repairs,2014,5000,
TOWN HALL & STORAGE,Building Repairs,2015,5000,
TOWN HALL & STORAGE,Total TOWN HALL,2013,12400,14000
TOWN HALL & STORAGE,Total TOWN HALL,2014,13100,
TOWN HALL & STORAGE,Total TOWN HALL,2015,12100,
PUBLIC SAFETY,Animal Control,2013,1500,557
PUBLIC SAFETY,Animal Control,2014,1000,
PUBLIC SAFETY,Animal Control,2015,1000,
PUBLIC SAFETY,Health Officer,2013,500,0
PUBLIC SAFETY,Health Officer,2014,500,
PUBLIC SAFETY,Health Officer,2015,250,
PUBLIC SAFETY,Courses/Seminars,2013,100,0
PUBLIC SAFETY,Courses/Seminars,2014,500,
PUBLIC SAFETY,Courses/Seminars,2015,100,
PUBLIC SAFETY,Ambulance,2013,53851,53851
PUBLIC SAFETY,Ambulance,2014,55738,
PUBLIC SAFETY,Ambulance,2015,57694,
PUBLIC SAFETY,Speed Enforcement,2013,5000,3637
PUBLIC SAFETY,Speed Enforcement,2014,5000,
PUBLIC SAFETY,Speed Enforcement,2015,7500,
PUBLIC SAFETY,Dog Pound,2013,800,700
PUBLIC SAFETY,Dog Pound,2014,800,
PUBLIC SAFETY,Dog Pound,2015,800,
PUBLIC SAFETY,Total PUBLIC SAFETY,2013,61751,58745
PUBLIC SAFETY,Total PUBLIC SAFETY,2014,63538,
PUBLIC SAFETY,Total PUBLIC SAFETY,2015,67344,
FIRE DEPARTMENT,FD-Admin Asst.,2013,5000,1143
FIRE DEPARTMENT,FD-Admin Asst.,2014,1500,
FIRE DEPARTMENT,FD-Admin Asst.,2015,1000,
FIRE DEPARTMENT,FD-Supplies,2013,200,827
FIRE DEPARTMENT,FD-Supplies,2014,300,
FIRE DEPARTMENT,FD-Supplies,2015,300,
FIRE DEPARTMENT,FD-Equipment Repair,2013,3000,1717
FIRE DEPARTMENT,FD-Equipment Repair,2014,6500,
FIRE DEPARTMENT,FD-Equipment Repair,2015,6250,
FIRE DEPARTMENT,FD-Equipment Purchase,2013,5000,12219
FIRE DEPARTMENT,FD-Equipment Purchase,2014,2225,
FIRE DEPARTMENT,FD-Equipment Purchase,2015,2260,
FIRE DEPARTMENT,FD-Telephone,2013,1000,1026
FIRE DEPARTMENT,FD-Telephone,2014,1000,
FIRE DEPARTMENT,FD-Telephone,2015,1000,
FIRE DEPARTMENT,FD-Fast Squad,2013,1000,768
FIRE DEPARTMENT,FD-Fast Squad,2014,1600,
FIRE DEPARTMENT,FD-Fast Squad,2015,1600,
FIRE DEPARTMENT,FD-Electricity,2013,1200,1677
FIRE DEPARTMENT,FD-Electricity,2014,1400,
FIRE DEPARTMENT,FD-Electricity,2015,1400,
FIRE DEPARTMENT,FD-Fuel - Heat,2013,5500,4602
FIRE DEPARTMENT,FD-Fuel - Heat,2014,5500,
FIRE DEPARTMENT,FD-Fuel - Heat,2015,5500,
FIRE DEPARTMENT,FD-Building Maintenance,2013,1100,4364
FIRE DEPARTMENT,FD-Building Maintenance,2014,2600,
FIRE DEPARTMENT,FD-Building Maintenance,2015,2600,
FIRE DEPARTMENT,FD-Radio Dispatch,2013,9500,8063
FIRE DEPARTMENT,FD-Radio Dispatch,2014,10562,
FIRE DEPARTMENT,FD-Radio Dispatch,2015,13200,
FIRE DEPARTMENT,FD-VFFA Dues/Legal Fees,2013,1000,2713
FIRE DEPARTMENT,FD-VFFA Dues/Legal Fees,2014,1975,
FIRE DEPARTMENT,FD-VFFA Dues/Legal Fees,2015,1455,
FIRE DEPARTMENT,FD-Forest Fire Warden,2013,250,0
FIRE DEPARTMENT,FD-Forest Fire Warden,2014,250,
FIRE DEPARTMENT,FD-Forest Fire Warden,2015,250,
FIRE DEPARTMENT,FD-GAS,2013,1000,909
FIRE DEPARTMENT,FD-GAS,2014,5000,
FIRE DEPARTMENT,FD-GAS,2015,5000,
FIRE DEPARTMENT,FD-Stipends,2013,2000,1340
FIRE DEPARTMENT,FD-Stipends,2014,2000,
FIRE DEPARTMENT,FD-Stipends,2015,3000,
FIRE DEPARTMENT,FD-Grant Reimbursement,2013,0,-407
FIRE DEPARTMENT,FD-Grant Reimbursement,2014,0,
FIRE DEPARTMENT,FD-Grant Reimbursement,2015,0,
FIRE DEPARTMENT,FD-Communication/Radio,2013,0,0
FIRE DEPARTMENT,FD-Communication/Radio,2014,1200,
FIRE DEPARTMENT,FD-Communication/Radio,2015,1200,
FIRE DEPARTMENT,FD-Tanker Payoff,2013,0,0
FIRE DEPARTMENT,FD-Tanker Payoff,2014,2500,
FIRE DEPARTMENT,FD-Tanker Payoff,2015,0,
FIRE DEPARTMENT,Total FIRE DEPT.,2013,36750,40961
FIRE DEPARTMENT,Total FIRE DEPT.,2014,46112,
FIRE DEPARTMENT,Total FIRE DEPT.,2015,46015,
PUBLIC WORKS,Salaries,2013,168000,165442
PUBLIC WORKS,Salaries,2014,172200,
PUBLIC WORKS,Salaries,2015,176430,
PUBLIC WORKS,Winter Maintenance,2013,45000,72578
PUBLIC WORKS,Winter Maintenance,2014,65650,
PUBLIC WORKS,Winter Maintenance,2015,71500,
PUBLIC WORKS,Summer Maintenance,2013,27000,30281
PUBLIC WORKS,Summer Maintenance,2014,26000,
PUBLIC WORKS,Summer Maintenance,2015,26725,
PUBLIC WORKS,Equipment Maintenance,2013,40000,59522
PUBLIC WORKS,Equipment Maintenance,2014,40000,
PUBLIC WORKS,Equipment Maintenance,2015,39050,
PUBLIC WORKS,Courses/Seminars,2013,300,130
PUBLIC WORKS,Courses/Seminars,2014,300,
PUBLIC WORKS,Courses/Seminars,2015,300,
PUBLIC WORKS,Utilities,2013,3000,2883
PUBLIC WORKS,Utilities,2014,3000,
PUBLIC WORKS,Utilities,2015,3000,
PUBLIC WORKS,Garage Maintenance,2013,10000,9425
PUBLIC WORKS,Garage Maintenance,2014,6000,
PUBLIC WORKS,Garage Maintenance,2015,9325,
PUBLIC WORKS,Street Lights,2013,2000,2110
PUBLIC WORKS,Street Lights,2014,2000,
PUBLIC WORKS,Street Lights,2015,2200,
PUBLIC WORKS,Gas/Diesel/Oil,2013,66000,77175
PUBLIC WORKS,Gas/Diesel/Oil,2014,63000,
PUBLIC WORKS,Gas/Diesel/Oil,2015,67400,
PUBLIC WORKS,Culverts,2013,4000,2680
PUBLIC WORKS,Culverts,2014,4000,
PUBLIC WORKS,Culverts,2015,2000,
PUBLIC WORKS,Signs,2013,3000,5357
PUBLIC WORKS,Signs,2014,3500,
PUBLIC WORKS,Signs,2015,3500,
PUBLIC WORKS,Bridge Fund,2013,2000,2000
PUBLIC WORKS,Bridge Fund,2014,2000,
PUBLIC WORKS,Bridge Fund,2015,2000,
PUBLIC WORKS,Paving Fund,2013,12000,12000
PUBLIC WORKS,Paving Fund,2014,12000,
PUBLIC WORKS,Paving Fund,2015,20000,
PUBLIC WORKS,Construction & Paving,2013,90000,43041
PUBLIC WORKS,Construction & Paving,2014,90000,
PUBLIC WORKS,Construction & Paving,2015,84125,
PUBLIC WORKS,Equipment Purchase,2013,2000,12636
PUBLIC WORKS,Equipment Purchase,2014,2000,
PUBLIC WORKS,Equipment Purchase,2015,1750,
PUBLIC WORKS,Enhancement Grant Match,2013,0,848
PUBLIC WORKS,Enhancement Grant Match,2014,0,
PUBLIC WORKS,Enhancement Grant Match,2015,,
PUBLIC WORKS,CVSWD Tire Grant Exp.,2013,0,2570
PUBLIC WORKS,CVSWD Tire Grant Exp.,2014,0,
PUBLIC WORKS,CVSWD Tire Grant Exp.,2015,,
PUBLIC WORKS,Total PUBLIC WORKS,2013,474300,500678
PUBLIC WORKS,Total PUBLIC WORKS,2014,491650,
PUBLIC WORKS,Total PUBLIC WORKS,2015,509305,
CEMETERY,Labor,2013,42400,6000
CEMETERY,Labor,2014,4300,
CEMETERY,Labor,2015,4300,
CEMETERY,Materials,2013,1000,60
CEMETERY,Materials,2014,1300,
CEMETERY,Materials,2015,1300,
CEMETERY,Repair to Cemetery,2013,1000,35
CEMETERY,Repair to Cemetery,2014,1300,
CEMETERY,Repair to Cemetery,2015,1300,
CEMETERY,Total CEMETERY,2013,44400,6095
CEMETERY,Total CEMETERY,2014,6900,
CEMETERY,Total CEMETERY,2015,6900,
RECREATION,Wrightsville Beach,2013,904,1808
RECREATION,Wrightsville Beach,2014,904,
RECREATION,Wrightsville Beach,2015,904,
RECREATION,Town Bor,2013,3000,3000
RECREATION,Town Bor,2014,2725,
RECREATION,Town Bor,2015,3000,
RECREATION,Learn to Swim,2013,1250,675
RECREATION,Learn to Swim,2014,1300,
RECREATION,Learn to Swim,2015,1300,
RECREATION,Bandstand Mowing,2013,500,750
RECREATION,Bandstand Mowing,2014,500,
RECREATION,Bandstand Mowing,2015,750,
RECREATION,Total RECREATION,2013,5654,6233
RECREATION,Total RECREATION,2014,5429,
RECREATION,Total RECREATION,2015,5954,
DEBT SERVICE,Capital Budget,2013,0,49000
DEBT SERVICE,Capital Budget,2014,0,
DEBT SERVICE,Capital Budget,2015,,
DEBT SERVICE,Grader,2013,27480,27480
DEBT SERVICE,Grader,2014,0,
DEBT SERVICE,Grader,2015,,
DEBT SERVICE,Grader Interest,2013,563,542
DEBT SERVICE,Grader Interest,2014,0,
DEBT SERVICE,Grader Interest,2015,,
DEBT SERVICE,2010 International Dump,2013,20400,20200
DEBT SERVICE,2010 International Dump,2014,20040,
DEBT SERVICE,2010 International Dump,2015,20000,
DEBT SERVICE,2010 Int Dump Interest,2013,2254,2184
DEBT SERVICE,2010 Int Dump Interest,2014,2180,
DEBT SERVICE,2010 Int Dump Interest,2015,1500,
DEBT SERVICE,2004 Fire Truck,2013,15000,15000
DEBT SERVICE,2004 Fire Truck,2014,15000,
DEBT SERVICE,2004 Fire Truck,2015,15000,
DEBT SERVICE,2004 Fire Truck Interest,2013,1474,1474
DEBT SERVICE,2004 Fire Truck Interest,2014,301,
DEBT SERVICE,2004 Fire Truck Interest,2015,602,
DEBT SERVICE,2009 One Ton Truck,2013,11000,0
DEBT SERVICE,2009 One Ton Truck,2014,0,
DEBT SERVICE,2009 One Ton Truck,2015,,
DEBT SERVICE,2009 One Ton Interest,2013,741,0
DEBT SERVICE,2009 One Ton Interest,2014,0,
DEBT SERVICE,2009 One Ton Interest,2015,,
DEBT SERVICE,Fire Station Bond,2013,45000,45000
DEBT SERVICE,Fire Station Bond,2014,45000,
DEBT SERVICE,Fire Station Bond,2015,45000,
DEBT SERVICE,Fire Station Interest,2013,28479,27758
DEBT SERVICE,Fire Station Interest,2014,26858,
DEBT SERVICE,Fire Station Interest,2015,24585,
DEBT SERVICE,2008 Kobelco Excav,2013,0,0
DEBT SERVICE,2008 Kobelco Excav,2014,21000,
DEBT SERVICE,2008 Kobelco Excav,2015,0,
DEBT SERVICE,2008 Kobelco Excav-Int.,2013,0,0
DEBT SERVICE,2008 Kobelco Excav-Int.,2014,500,
DEBT SERVICE,2008 Kobelco Excav-Int.,2015,0,
DEBT SERVICE,2014 Western Star 4700 TR,2013,0,0
DEBT SERVICE,2014 Western Star 4700 TR,2014,0,
DEBT SERVICE,2014 Western Star 4700 TR,2015,29010,
DEBT SERVICE,2014 West. Star Trk-INTER,2013,0,0
DEBT SERVICE,2014 West. Star Trk-INTER,2014,0,
DEBT SERVICE,2014 West. Star Trk-INTER,2015,3300,
DEBT SERVICE,Total DEBT SERVICE,2013,152391,188637
DEBT SERVICE,Total DEBT SERVICE,2014,130879,
DEBT SERVICE,Total DEBT SERVICE,2015,138997,
ZONING/BRD OF ADJUSTMENT,Zoning Wages,2013,3000,496
ZONING/BRD OF ADJUSTMENT,Zoning Wages,2014,0,
ZONING/BRD OF ADJUSTMENT,Zoning Wages,2015,,
ZONING/BRD OF ADJUSTMENT,Mileage,2013,0,0
ZONING/BRD OF ADJUSTMENT,Mileage,2014,300,
ZONING/BRD OF ADJUSTMENT,Mileage,2015,0,
ZONING/BRD OF ADJUSTMENT,Advertising,2013,300,768
ZONING/BRD OF ADJUSTMENT,Advertising,2014,300,
ZONING/BRD OF ADJUSTMENT,Advertising,2015,500,
ZONING/BRD OF ADJUSTMENT,Zoning - enforcement,2013,0,0
ZONING/BRD OF ADJUSTMENT,Zoning - enforcement,2014,0,
ZONING/BRD OF ADJUSTMENT,Zoning - enforcement,2015,,
ZONING/BRD OF ADJUSTMENT,Courses/Seminars,2013,75,0
ZONING/BRD OF ADJUSTMENT,Courses/Seminars,2014,200,
ZONING/BRD OF ADJUSTMENT,Courses/Seminars,2015,0,
ZONING/BRD OF ADJUSTMENT,Total ZONING/BRD OF ADJUST,2013,3375,1264
ZONING/BRD OF ADJUSTMENT,Total ZONING/BRD OF ADJUST,2014,800,
ZONING/BRD OF ADJUSTMENT,Total ZONING/BRD OF ADJUST,2015,500,
PLANNING COMMISSION,Advertising,2013,500,117
PLANNING COMMISSION,Advertising,2014,500,
PLANNING COMMISSION,Advertising,2015,500,
PLANNING COMMISSION,Mapping,2013,0,90
PLANNING COMMISSION,Mapping,2014,0,
PLANNING COMMISSION,Mapping,2015,,
PLANNING COMMISSION,Mail Drop/Postage,2013,500,170
PLANNING COMMISSION,Mail Drop/Postage,2014,500,
PLANNING COMMISSION,Mail Drop/Postage,2015,500,
PLANNING COMMISSION,Printing & Copying,2013,500,98
PLANNING COMMISSION,Printing & Copying,2014,500,
PLANNING COMMISSION,Printing & Copying,2015,500,
PLANNING COMMISSION,Consultation,2013,1000,0
PLANNING COMMISSION,Consultation,2014,1000,
PLANNING COMMISSION,Consultation,2015,0,
PLANNING COMMISSION,Total PLANNING COMMISSION,2013,2500,474
PLANNING COMMISSION,Total PLANNING COMMISSION,2014,2500,
PLANNING COMMISSION,Total PLANNING COMMISSION,2015,1500,
PLANNING COMMISSION,Total Expenditures General Fund,2013,1060129,1045404
PLANNING COMMISSION,Total Expenditures General Fund,2014,1015542,
PLANNING COMMISSION,Total Expenditures General Fund,2015,1024306,
SPECIAL ARTICLES,Middlesex Conservation Fu,2013,5000,5000
SPECIAL ARTICLES,Middlesex Conservation Fu,2014,5000,
SPECIAL ARTICLES,Middlesex Conservation Fu,2015,5000,
SPECIAL ARTICLES,CV Home Health & Hospice,2013,3000,3000
SPECIAL ARTICLES,CV Home Health & Hospice,2014,3750,
SPECIAL ARTICLES,CV Home Health & Hospice,2015,3750,
SPECIAL ARTICLES,CV Council on Aging,2013,199,199
SPECIAL ARTICLES,CV Council on Aging,2014,250,
SPECIAL ARTICLES,CV Council on Aging,2015,250,
SPECIAL ARTICLES,RSVP,2013,750,750
SPECIAL ARTICLES,RSVP,2014,750,
SPECIAL ARTICLES,RSVP,2015,750,
SPECIAL ARTICLES,Rumney Community Conn.,2013,3000,3000
SPECIAL ARTICLES,Rumney Community Conn.,2014,3000,
SPECIAL ARTICLES,Rumney Community Conn.,2015,3000,
SPECIAL ARTICLES,Kellogg-Hubbard Library,2013,25543,25543
SPECIAL ARTICLES,Kellogg-Hubbard Library,2014,26800,
SPECIAL ARTICLES,Kellogg-Hubbard Library,2015,26800,
SPECIAL ARTICLES,Family Center of Vermont,2013,199,199
SPECIAL ARTICLES,Family Center of Vermont,2014,250,
SPECIAL ARTICLES,Family Center of Vermont,2015,500,
SPECIAL ARTICLES,CV Economic Development,2013,500,500
SPECIAL ARTICLES,CV Economic Development,2014,500,
SPECIAL ARTICLES,CV Economic Development,2015,250,
SPECIAL ARTICLES,Home Share Now,2013,0,0
SPECIAL ARTICLES,Home Share Now,2014,250,
SPECIAL ARTICLES,Home Share Now,2015,250,
SPECIAL ARTICLES,Vt. Green Up,2013,100,100
SPECIAL ARTICLES,Vt. Green Up,2014,100,
SPECIAL ARTICLES,Vt. Green Up,2015,100,
SPECIAL ARTICLES,Montpelier Veteran’s Coun,2013,200,200
SPECIAL ARTICLES,Montpelier Veteran’s Coun,2014,200,
SPECIAL ARTICLES,Montpelier Veteran’s Coun,2015,0,
SPECIAL ARTICLES,Washington County Youth S,2013,175,175
SPECIAL ARTICLES,Washington County Youth S,2014,175,
SPECIAL ARTICLES,Washington County Youth S,2015,175,
SPECIAL ARTICLES,Vt. Centr for Indepen. Li,2013,195,195
SPECIAL ARTICLES,Vt. Centr for Indepen. Li,2014,195,
SPECIAL ARTICLES,Vt. Centr for Indepen. Li,2015,195,
SPECIAL ARTICLES,Montpelier Senior Center,2013,200,200
SPECIAL ARTICLES,Montpelier Senior Center,2014,1050,
SPECIAL ARTICLES,Montpelier Senior Center,2015,3400,
SPECIAL ARTICLES,Peoples Health & Wellness,2013,200,200
SPECIAL ARTICLES,Peoples Health & Wellness,2014,200,
SPECIAL ARTICLES,Peoples Health & Wellness,2015,200,
SPECIAL ARTICLES,No.Vt.Resource & Developm,2013,100,100
SPECIAL ARTICLES,No.Vt.Resource & Developm,2014,100,
SPECIAL ARTICLES,No.Vt.Resource & Developm,2015,0,
SPECIAL ARTICLES,Sexual Assault Crisis Tea,2013,195,195
SPECIAL ARTICLES,Sexual Assault Crisis Tea,2014,195,
SPECIAL ARTICLES,Sexual Assault Crisis Tea,2015,245,
SPECIAL ARTICLES,CV Community Action,2013,199,199
SPECIAL ARTICLES,CV Community Action,2014,199,
SPECIAL ARTICLES,CV Community Action,2015,249,
SPECIAL ARTICLES,Vermont Cares,2013,199,199
SPECIAL ARTICLES,Vermont Cares,2014,250,
SPECIAL ARTICLES,Vermont Cares,2015,250,
SPECIAL ARTICLES,Green Mt. Transit,2013,200,200
SPECIAL ARTICLES,Green Mt. Transit,2014,953,
SPECIAL ARTICLES,Green Mt. Transit,2015,199,
SPECIAL ARTICLES,Circle (Battered Women),2013,199,199
SPECIAL ARTICLES,Circle (Battered Women),2014,199,
SPECIAL ARTICLES,Circle (Battered Women),2015,199,
SPECIAL ARTICLES,North Branch Nature Ctr,2013,1000,1000
SPECIAL ARTICLES,North Branch Nature Ctr,2014,1000,
SPECIAL ARTICLES,North Branch Nature Ctr,2015,1000,
SPECIAL ARTICLES,Vt. Assoc. for the Blind,2013,195,195
SPECIAL ARTICLES,Vt. Assoc. for the Blind,2014,195,
SPECIAL ARTICLES,Vt. Assoc. for the Blind,2015,249,
SPECIAL ARTICLES,Maple Leaf Farm,2013,200,200
SPECIAL ARTICLES,Maple Leaf Farm,2014,0,
SPECIAL ARTICLES,Maple Leaf Farm,2015,,
SPECIAL ARTICLES,Waterbury Area Senior Ctr,2013,0,0
SPECIAL ARTICLES,Waterbury Area Senior Ctr,2014,10000,
