section,line_item,fiscal_year,budgeted,actual
Administration,Wages: Office Staff,2015,27700,19338
Administration,Wages: Office Staff,2016,0,
Administration,Wages: Office Staff,2017,0,
Administration,Wages: Listers,2015,7000,3528
Administration,Wages: Listers,2016,7500,
Administration,Wages: Listers,2017,0,
Administration,Clerical Mileage,2015,250,0
Administration,Clerical Mileage,2016,250,
Administration,Clerical Mileage,2017,0,
Administration,Office Supplies,2015,2600,3234
Administration,Office Supplies,2016,2600,
Administration,Office Supplies,2017,2800,
Administration,Equipment Purchase,2015,2000,280
Administration,Equipment Purchase,2016,1000,
Administration,Equipment Purchase,2017,500,
Administration,Telephone,2015,4200,4354
Administration,Telephone,2016,4200,
Administration,Telephone,2017,4400,
Administration,Postage,2015,3000,3331
Administration,Postage,2016,3000,
Administration,Postage,2017,3000,
Administration,Auditing,2015,5000,4025
Administration,Auditing,2016,3800,
Administration,Auditing,2017,4000,
Administration,Listing Mileage/Expenses,2015,2400,2444
Administration,Listing Mileage/Expenses,2016,2500,
Administration,Listing Mileage/Expenses,2017,2500,
Administration,Clerk's Office Seminars,2015,300,215
Administration,Clerk's Office Seminars,2016,300,
Administration,Clerk's Office Seminars,2017,300,
Administration,Listing Mapping,2015,750,0
Administration,Listing Mapping,2016,750,
Administration,Listing Mapping,2017,750,
Administration,Copier Lease,2015,2500,2055
Administration,Copier Lease,2016,2500,
Administration,Copier Lease,2017,2100,
Administration,Computer Maintenance,2015,5000,5612
Administration,Computer Maintenance,2016,5000,
Administration,Computer Maintenance,2017,5000,
Town Hall,Electricity,2015,2600,1940
Town Hall,Electricity,2016,2600,
Town Hall,Electricity,2017,2000,
Town Hall,Heat,2015,3000,3380
Town Hall,Heat,2016,4500,
Town Hall,Heat,2017,4000,
Town Hall,Grounds,2015,1500,2315
Town Hall,Grounds,2016,1500,
Town Hall,Grounds,2017,2500,
Town Hall,Building Repairs,2015,5000,4286
Town Hall,Building Repairs,2016,4000,
Town Hall,Building Repairs,2017,4000,
Town Hall,Street Lights,2015,2200,2129
Town Hall,Street Lights,2016,2200,
Town Hall,Street Lights,2017,2200,
Public Safety,Health Officer,2015,250,0
Public Safety,Health Officer,2016,250,
Public Safety,Health Officer,2017,0,
Public Safety,ANIMAL CONTROL,2015,0,1760
Public Safety,ANIMAL CONTROL,2016,750,
Public Safety,ANIMAL CONTROL,2017,2000,
Public Safety,Courses/Seminars,2015,100,0
Public Safety,Courses/Seminars,2016,100,
Public Safety,Courses/Seminars,2017,100,
Public Safety,Ambulance,2015,57694,57694
Public Safety,Ambulance,2016,59720,
Public Safety,Ambulance,2017,61810,
Public Safety,Speed Enforcement,2015,7500,5263
Public Safety,Speed Enforcement,2016,7500,
Public Safety,Speed Enforcement,2017,7500,
Public Safety,Dog Pound,2015,800,450
Public Safety,Dog Pound,2016,800,
Public Safety,Dog Pound,2017,500,
Public Safety,Emergency Management,2015,0,0
Public Safety,Emergency Management,2016,750,
Public Safety,Emergency Management,2017,250,
Fire Department,FD-Admin Asst.,2015,1000,0
Fire Department,FD-Admin Asst.,2016,1000,
Fire Department,FD-Admin Asst.,2017,0,
Fire Department,FD-Supplies,2015,300,63
Fire Department,FD-Supplies,2016,200,
Fire Department,FD-Supplies,2017,200,
Fire Department,FD-Equipment Repair,2015,6250,4724
Fire Department,FD-Equipment Repair,2016,7250,
Fire Department,FD-Equipment Repair,2017,7250,
Fire Department,FD-Equipment Purchase,2015,2260,7695
Fire Department,FD-Equipment Purchase,2016,2100,
Fire Department,FD-Equipment Purchase,2017,2400,
Fire Department,FD-Telephone,2015,1000,1023
Fire Department,FD-Telephone,2016,1000,
Fire Department,FD-Telephone,2017,1100,
Fire Department,FD-Fast Squad,2015,1600,484
Fire Department,FD-Fast Squad,2016,1000,
Fire Department,FD-Fast Squad,2017,1000,
Fire Department,FD-Electricity,2015,1400,1313
Fire Department,FD-Electricity,2016,1600,
Fire Department,FD-Electricity,2017,1600,
Fire Department,FD-Fuel - Heat,2015,5500,3760
Fire Department,FD-Fuel - Heat,2016,6000,
Fire Department,FD-Fuel - Heat,2017,6000,
Fire Department,FD-Building Maintenance,2015,2600,1899
Fire Department,FD-Building Maintenance,2016,2500,
Fire Department,FD-Building Maintenance,2017,2500,
Fire Department,FD-Radio Dispatch,2015,13200,12834
Fire Department,FD-Radio Dispatch,2016,17864,
Fire Department,FD-Radio Dispatch,2017,19470,
Fire Department,FD-VSFA Dues/Legal Fees,2015,1455,1065
Fire Department,FD-VSFA Dues/Legal Fees,2016,1825,
Fire Department,FD-VSFA Dues/Legal Fees,2017,1750,
Fire Department,FD-Forest Fire Warden,2015,250,0
Fire Department,FD-Forest Fire Warden,2016,250,
Fire Department,FD-Forest Fire Warden,2017,250,
Fire Department,FD-GAS,2015,5000,1404
Fire Department,FD-GAS,2016,2500,
Fire Department,FD-GAS,2017,2500,
Fire Department,FD-Stipends,2015,3000,3920
Fire Department,FD-Stipends,2016,3000,
Fire Department,FD-Stipends,2017,3000,
Fire Department,FD-Communication/Radio,2015,1200,426
Fire Department,FD-Communication/Radio,2016,1200,
Fire Department,FD-Communication/Radio,2017,1200,
Public Works,Wages: Highway,2015,176430,167553
Public Works,Wages: Highway,2016,179959,
Public Works,Wages: Highway,2017,191810,
Public Works,Winter Maintenance,2015,71500,77426
Public Works,Winter Maintenance,2016,69000,
Public Works,Winter Maintenance,2017,69000,
Public Works,Summer Maintenance,2015,26725,21579
Public Works,Summer Maintenance,2016,29575,
Public Works,Summer Maintenance,2017,29575,
Public Works,Equipment Maintenance,2015,39050,95716
Public Works,Equipment Maintenance,2016,41300,
Public Works,Equipment Maintenance,2017,41300,
Public Works,Courses/Seminars,2015,300,154
Public Works,Courses/Seminars,2016,300,
Public Works,Courses/Seminars,2017,300,
Public Works,Utilities,2015,3000,11041
Public Works,Utilities,2016,4000,
Public Works,Utilities,2017,4000,
Public Works,Garage Maintenance,2015,9325,10005
Public Works,Garage Maintenance,2016,15175,
Public Works,Garage Maintenance,2017,15175,
Public Works,Gas/Diesel/Oil,2015,67400,44327
Public Works,Gas/Diesel/Oil,2016,64000,
Public Works,Gas/Diesel/Oil,2017,60000,
Public Works,Culverts,2015,2000,12105
Public Works,Culverts,2016,4000,
Public Works,Culverts,2017,4000,
Public Works,Signs,2015,3500,3453
Public Works,Signs,2016,3500,
Public Works,Signs,2017,3500,
Public Works,Bridge Fund,2015,2000,0
Public Works,Bridge Fund,2016,2000,
Public Works,Bridge Fund,2017,2000,
Public Works,Paving Fund,2015,20000,0
Public Works,Paving Fund,2016,30000,
Public Works,Paving Fund,2017,20000,
Public Works,Construction,2015,84125,76675
Public Works,Construction,2016,64125,
Public Works,Construction,2017,64125,
Public Works,Equipment Purchase,2015,1750,7678
Public Works,Equipment Purchase,2016,1750,
Public Works,Equipment Purchase,2017,3500,
Public Works,Enhancement Grant Match,2015,0,2901
Public Works,Enhancement Grant Match,2016,0,
Public Works,Enhancement Grant Match,2017,0,
Cemetery,Labor,2015,4300,5060
Cemetery,Labor,2016,4300,
Cemetery,Labor,2017,4300,
Cemetery,Materials,2015,1300,200
Cemetery,Materials,2016,1300,
Cemetery,Materials,2017,1300,
Cemetery,Repair to Cemetery,2015,0,0
Cemetery,Repair to Cemetery,2016,1300,
Cemetery,Repair to Cemetery,2017,1300,
Recreation,Wrightsville Beach,2015,904,904
Recreation,Wrightsville Beach,2016,904,
Recreation,Wrightsville Beach,2017,1600,
Recreation,Town BOR,2015,3000,3000
Recreation,Town BOR,2016,3000,
Recreation,Town BOR,2017,3000,
Recreation,Learn to Swim Program,2015,1300,1300
Recreation,Learn to Swim Program,2016,1300,
Recreation,Learn to Swim Program,2017,1300,
Recreation,Bandstand Mowing,2015,750,0
Recreation,Bandstand Mowing,2016,750,
Recreation,Bandstand Mowing,2017,750,
Debt Service,2010 International Dump,2015,20000,20000
Debt Service,2010 International Dump,2016,0,
Debt Service,2010 International Dump,2017,10000,
Debt Service,2010 Int Dump Interest,2015,1500,1214
Debt Service,2010 Int Dump Interest,2016,0,
Debt Service,2010 Int Dump Interest,2017,879,
Debt Service,2004 Fire Truck,2015,15000,15000
Debt Service,2004 Fire Truck,2016,0,
Debt Service,2004 Fire Truck,2017,0,
Debt Service,2004 Fire Truck Interest,2015,602,301
Debt Service,2004 Fire Truck Interest,2016,0,
Debt Service,2004 Fire Truck Interest,2017,0,
Debt Service,Fire Station Bond,2015,45000,45000
Debt Service,Fire Station Bond,2016,40000,
Debt Service,Fire Station Bond,2017,40000,
Debt Service,Fire Station Interest,2015,24585,25766
Debt Service,Fire Station Interest,2016,24585,
Debt Service,Fire Station Interest,2017,23357,
Debt Service,2014 Western Star 4700 TR,2015,29010,29007
Debt Service,2014 Western Star 4700 TR,2016,29010,
Debt Service,2014 Western Star 4700 TR,2017,29008,
Debt Service,2014 West. Star Trk-INTER,2015,3300,4051
Debt Service,2014 West. Star Trk-INTER,2016,3300,
Debt Service,2014 West. Star Trk-INTER,2017,2435,
Debt Service,2015 GMC TRK-PRIN,2015,0,5870
Debt Service,2015 GMC TRK-PRIN,2016,5870,
Debt Service,2015 GMC TRK-PRIN,2017,5870,
Debt Service,2015 GMC TRK - INT,2015,0,859
Debt Service,2015 GMC TRK - INT,2016,866,
Debt Service,2015 GMC TRK - INT,2017,520,
Debt Service,2014 Komatsu Loader -PRIN,2015,0,23658
Debt Service,2014 Komatsu Loader -PRIN,2016,23678,
Debt Service,2014 Komatsu Loader -PRIN,2017,23657,
Debt Service,2014 Komatsu Loader-INT,2015,0,3461
Debt Service,2014 Komatsu Loader-INT,2016,2662,
Debt Service,2014 Komatsu Loader-INT,2017,2094,
Debt Service,1995 Fire Truck,2015,0,0
Debt Service,1995 Fire Truck,2016,6000,
Debt Service,1995 Fire Truck,2017,7500,
Debt Service,1995 Fire Truck Interest,2015,0,0
Debt Service,1995 Fire Truck Interest,2016,800,
Debt Service,1995 Fire Truck Interest,2017,750,
Debt Service,Equipment Note FD,2015,0,0
Debt Service,Equipment Note FD,2016,2000,
Debt Service,Equipment Note FD,2017,2000,
Debt Service,Equipment Note FD Interes,2015,0,0
Debt Service,Equipment Note FD Interes,2016,300,
Debt Service,Equipment Note FD Interes,2017,285,
Zoning/Brd of Adjustment,Advertising,2015,500,240
Zoning/Brd of Adjustment,Advertising,2016,750,
Zoning/Brd of Adjustment,Advertising,2017,500,
Planning Commission,Advertising,2015,500,174
Planning Commission,Advertising,2016,500,
Planning Commission,Advertising,2017,500,
Planning Commission,Mail Drop/Postage,2015,500,52
Planning Commission,Mail Drop/Postage,2016,500,
Planning Commission,Mail Drop/Postage,2017,500,
Planning Commission,Printing & Copying,2015,500,0
Planning Commission,Printing & Copying,2016,500,
Planning Commission,Printing & Copying,2017,500,
Special Articles,American Red Cross,2015,250,250
Special Articles,American Red Cross,2016,250,
Special Articles,American Red Cross,2017,250,
Special Articles,Circle (Battered Women),2015,199,199
Special Articles,Circle (Battered Women),2016,199,
Special Articles,Circle (Battered Women),2017,199,
Special Articles,CV Adult Basic Education,2015,1000,1000
Special Articles,CV Adult Basic Education,2016,1000,
Special Articles,CV Adult Basic Education,2017,1000,
Special Articles,Capstone Community Action,2015,249,249
Special Articles,Capstone Community Action,2016,249,
Special Articles,Capstone Community Action,2017,249,
Special Articles,CV Council on Aging,2015,250,250
Special Articles,CV Council on Aging,2016,250,
Special Articles,CV Council on Aging,2017,1500,
Special Articles,CV Economic Development,2015,250,250
Special Articles,CV Economic Development,2016,500,
Special Articles,CV Economic Development,2017,600,
Special Articles,CV Home Health & Hospice,2015,3750,3750
Special Articles,CV Home Health & Hospice,2016,3750,
Special Articles,CV Home Health & Hospice,2017,3750,
Special Articles,Family Center of Washington County,2015,500,500
Special Articles,Family Center of Washington County,2016,500,
Special Articles,Family Center of Washington County,2017,250,
Special Articles,Girls/Boyz First Mentorin,2015,1500,1500
Special Articles,Girls/Boyz First Mentorin,2016,1500,
Special Articles,Girls/Boyz First Mentorin,2017,1500,
Special Articles,Good Beginnings,2015,0,0
Special Articles,Good Beginnings,2016,249,
Special Articles,Good Beginnings,2017,250,
Special Articles,Green Mtn Transit,2015,199,199
Special Articles,Green Mtn Transit,2016,249,
Special Articles,Green Mtn Transit,2017,249,
Special Articles,Home Share Now,2015,250,250
Special Articles,Home Share Now,2016,250,
Special Articles,Home Share Now,2017,250,
Special Articles,Kellogg-Hubbard Library,2015,26800,26800
Special Articles,Kellogg-Hubbard Library,2016,27760,
Special Articles,Kellogg-Hubbard Library,2017,27760,
Special Articles,Middlesex Community Conn.,2015,3000,3000
Special Articles,Middlesex Community Conn.,2016,3000,
Special Articles,Middlesex Community Conn.,2017,3000,
Special Articles,Middlesex Conservation Fund,2015,5000,5000
Special Articles,Middlesex Conservation Fund,2016,5000,
Special Articles,Middlesex Conservation Fund,2017,2000,
Special Articles,Montpelier Senior Center,2015,3400,3400
Special Articles,Montpelier Senior Center,2016,3400,
Special Articles,Montpelier Senior Center,2017,4300,
Special Articles,Montpelier Veteran's Council,2015,0,0
Special Articles,Montpelier Veteran's Council,2016,250,
Special Articles,Montpelier Veteran's Council,2017,200,
Special Articles,North Branch Nature Ctr,2015,1000,1000
Special Articles,North Branch Nature Ctr,2016,1000,
Special Articles,North Branch Nature Ctr,2017,250,
Special Articles,Our House,2015,0,0
Special Articles,Our House,2016,0,
Special Articles,Our House,2017,250,
Special Articles,Peoples Health & Wellness,2015,200,200
Special Articles,Peoples Health & Wellness,2016,200,
Special Articles,Peoples Health & Wellness,2017,200,
Special Articles,RSVP,2015,750,750
Special Articles,RSVP,2016,250,
Special Articles,RSVP,2017,0,
Special Articles,Sexual Assault Crisis Team,2015,245,245
Special Articles,Sexual Assault Crisis Team,2016,245,
Special Articles,Sexual Assault Crisis Team,2017,245,
Special Articles,The Childrens Room,2015,0,0
Special Articles,The Childrens Room,2016,200,
Special Articles,The Childrens Room,2017,250,
Special Articles,Vermont Cares,2015,250,250
Special Articles,Vermont Cares,2016,250,
Special Articles,Vermont Cares,2017,250,
Special Articles,VT Assoc for the Blind,2015,249,249
Special Articles,VT Assoc for the Blind,2016,249,
Special Articles,VT Assoc for the Blind,2017,249,
Special Articles,VT Center for Indepen. Living,2015,195,195
Special Articles,VT Center for Indepen. Living,2016,195,
Special Articles,VT Center for Indepen. Living,2017,195,
Special Articles,VT Green Up,2015,100,100
Special Articles,VT Green Up,2016,100,
Special Articles,VT Green Up,2017,100,
Special Articles,VT Rural Fire Prot Task Force,2015,100,100
Special Articles,VT Rural Fire Prot Task Force,2016,100,
Special Articles,VT Rural Fire Prot Task Force,2017,100,
Special Articles,Washington County Diversion,2015,250,250
Special Articles,Washington County Diversion,2016,250,
Special Articles,Washington County Diversion,2017,250,
Special Articles,Washington County Youth Service,2015,175,175
Special Articles,Washington County Youth Service,2016,175,
Special Articles,Washington County Youth Service,2017,175,
Special Articles,Waterbury Area Senior Ctr,2015,0,0
Special Articles,Waterbury Area Senior Ctr,2016,10000,
Special Articles,Waterbury Area Senior Ctr,2017,10000,
