section,line_item,fiscal_year,budgeted,actual
Administration,Lister Computer Upgrade &software,2024,0.0,0.0
Administration,Lister Computer Upgrade &software,2025,1000.0,
Administration,Lister Computer Upgrade &software,2026,1000.0,
Administration,Telephone,2024,5000.0,5224.27
Administration,Telephone,2025,5000.0,
Administration,Telephone,2026,5500.0,
Administration,Postage,2024,3000.0,3753.52
Administration,Postage,2025,3500.0,
Administration,Postage,2026,4000.0,
Administration,Auditing,2024,10000.0,11500.0
Administration,Auditing,2025,11000.0,
Administration,Auditing,2026,15000.0,
Administration,Listing Mileage/Expenses,2024,1500.0,1257.71
Administration,Listing Mileage/Expenses,2025,1000.0,
Administration,Listing Mileage/Expenses,2026,1000.0,
Administration,Clerical Mileage,2024,200.0,84.4
Administration,Clerical Mileage,2025,200.0,
Administration,Clerical Mileage,2026,200.0,
Administration,Clerk’s /Listers Courses & Training,2024,750.0,435.0
Administration,Clerk’s /Listers Courses & Training,2025,2000.0,
Administration,Clerk’s /Listers Courses & Training,2026,3000.0,
Administration,Lister NEMRC Assessor Contract,2024,12000.0,237.5
Administration,Lister NEMRC Assessor Contract,2025,26500.0,
Administration,Lister NEMRC Assessor Contract,2026,20000.0,
Administration,Lister/ParcelMapping,2024,250.0,0.0
Administration,Lister/ParcelMapping,2025,250.0,
Administration,Lister/ParcelMapping,2026,2000.0,
Administration,Copier Lease,2024,1500.0,1802.49
Administration,Copier Lease,2025,1500.0,
Administration,Copier Lease,2026,2000.0,
Administration,Computer Maintenance,2024,22000.0,18358.94
Administration,Computer Maintenance,2025,40000.0,
Administration,Computer Maintenance,2026,20000.0,
Administration,Website Development,2024,0.0,0.0
Administration,Website Development,2025,0.0,
Administration,Website Development,2026,10000.0,
Administration,Consultant Fees,2024,0.0,0.0
Administration,Consultant Fees,2025,10500.0,
Administration,Consultant Fees,2026,0.0,
Administration,TOTAL ADMINISTRATION,2024,245910.0,197545.08
Administration,TOTAL ADMINISTRATION,2025,280180.0,
Administration,TOTAL ADMINISTRATION,2026,329244.93,
Town Hall,Electricity,2024,3500.0,2846.35
Town Hall,Electricity,2025,3500.0,
Town Hall,Electricity,2026,3500.0,
Town Hall,Heat,2024,3000.0,1702.53
Town Hall,Heat,2025,3000.0,
Town Hall,Heat,2026,3000.0,
Town Hall,Grounds,2024,1080.0,980.0
Town Hall,Grounds,2025,1080.0,
Town Hall,Grounds,2026,1880.0,
Town Hall,Building Repairs,2024,3500.0,525.0
Town Hall,Building Repairs,2025,3500.0,
Town Hall,Building Repairs,2026,0.0,
Town Hall,Street Lights,2024,2000.0,2181.5
Town Hall,Street Lights,2025,2200.0,
Town Hall,Street Lights,2026,2500.0,
Town Hall,Janitorial,2024,1500.0,1403.94
Town Hall,Janitorial,2025,1500.0,
Town Hall,Janitorial,2026,1500.0,
Town Hall,TOTAL TOWN HALL,2024,14580.0,9639.32
Town Hall,TOTAL TOWN HALL,2025,14780.0,
Town Hall,TOTAL TOWN HALL,2026,12380.0,
Public Safety,Wages: Health Officer,2024,828.0,147.42
Public Safety,Wages: Health Officer,2025,886.0,
Public Safety,Wages: Health Officer,2026,885.83,
Public Safety,Wages: Animal Control Officer,2024,710.0,0.0
Public Safety,Wages: Animal Control Officer,2025,738.0,
Public Safety,Wages: Animal Control Officer,2026,738.19,
Public Safety,P/S : Payroll Tax (SS & MED &ACT76),2024,119.0,24.53
Public Safety,P/S : Payroll Tax (SS & MED &ACT76),2025,131.0,
Public Safety,P/S : Payroll Tax (SS & MED &ACT76),2026,131.38,
Public Safety,P/S: Workers Compensation,2024,12.0,15.34
Public Safety,P/S: Workers Compensation,2025,103.0,
Public Safety,P/S: Workers Compensation,2026,64.43,
Public Safety,Public Safety: unemployment,2024,24.0,3.48
Public Safety,Public Safety: unemployment,2025,0.0,
Public Safety,Public Safety: unemployment,2026,7.96,
Public Safety,Insurance Property & Casulty,2024,0.0,0.0
Public Safety,Insurance Property & Casulty,2025,0.0,
Public Safety,Insurance Property & Casulty,2026,8.2,
Public Safety,Courses/Seminars,2024,0.0,0.0
Public Safety,Courses/Seminars,2025,0.0,
Public Safety,Courses/Seminars,2026,200.0,
Public Safety,Ambulance,2024,75000.0,76500.0
Public Safety,Ambulance,2025,75000.0,
Public Safety,Ambulance,2026,115635.0,
Public Safety,Speed Enforcement,2024,2500.0,2819.07
Public Safety,Speed Enforcement,2025,2500.0,
Public Safety,Speed Enforcement,2026,0.0,
Public Safety,Dog Pound-Other Animal Control Expenses,2024,300.0,0.0
Public Safety,Dog Pound-Other Animal Control Expenses,2025,300.0,
Public Safety,Dog Pound-Other Animal Control Expenses,2026,300.0,
Public Safety,Emergency Management,2024,500.0,0.0
Public Safety,Emergency Management,2025,500.0,
Public Safety,Emergency Management,2026,0.0,
Public Safety,TOTAL PUBLIC SAFETY,2024,79993.0,79509.84
Public Safety,TOTAL PUBLIC SAFETY,2025,80158.0,
Public Safety,TOTAL PUBLIC SAFETY,2026,117970.99,
Fire Department,FD-Insurance: Property & Casualty,2024,7500.0,7902.0
Fire Department,FD-Insurance: Property & Casualty,2025,7500.0,
Fire Department,FD-Insurance: Property & Casualty,2026,11362.97,
Fire Department,FD-Insurance: Workers Compensation,2024,1300.0,-5469.0
Fire Department,FD-Insurance: Workers Compensation,2025,1300.0,
Fire Department,FD-Insurance: Workers Compensation,2026,1300.0,
Fire Department,FD-Supplies,2024,600.0,422.15
Fire Department,FD-Supplies,2025,600.0,
Fire Department,FD-Supplies,2026,600.0,
Fire Department,FD-Equipment Repair,2024,9000.0,20956.6
Fire Department,FD-Equipment Repair,2025,9000.0,
Fire Department,FD-Equipment Repair,2026,9000.0,
Fire Department,FD-Equipment Purchase,2024,4200.0,2868.87
Fire Department,FD-Equipment Purchase,2025,4200.0,
Fire Department,FD-Equipment Purchase,2026,4200.0,
Fire Department,FD-Telephone,2024,1560.0,1654.21
Fire Department,FD-Telephone,2025,1560.0,
Fire Department,FD-Telephone,2026,1750.0,
Fire Department,FD-Fast Squad,2024,1000.0,1046.86
Fire Department,FD-Fast Squad,2025,1500.0,
Fire Department,FD-Fast Squad,2026,1000.0,
Fire Department,FD-Electricity,2024,2415.0,1973.68
Fire Department,FD-Electricity,2025,2415.0,
Fire Department,FD-Electricity,2026,2415.0,
Fire Department,FD-Fuel - Heat,2024,4515.0,2199.47
Fire Department,FD-Fuel - Heat,2025,4515.0,
Fire Department,FD-Fuel - Heat,2026,4515.0,
Fire Department,FD-Building Maintenance,2024,4250.0,7117.53
Fire Department,FD-Building Maintenance,2025,4250.0,
Fire Department,FD-Building Maintenance,2026,4500.0,
Fire Department,FD-Radio Dispatch,2024,28394.0,33037.92
Fire Department,FD-Radio Dispatch,2025,33696.0,
Fire Department,FD-Radio Dispatch,2026,36026.44,
Fire Department,FD-VSFA/Dues/Accounting/Training,2024,1875.0,235.0
Fire Department,FD-VSFA/Dues/Accounting/Training,2025,1875.0,
Fire Department,FD-VSFA/Dues/Accounting/Training,2026,1700.0,
Fire Department,Courses & Seminars,2024,300.0,480.0
Fire Department,Courses & Seminars,2025,300.0,
Fire Department,Courses & Seminars,2026,500.0,
Fire Department,FD-Forest Fire Warden,2024,250.0,0.0
Fire Department,FD-Forest Fire Warden,2025,250.0,
Fire Department,FD-Forest Fire Warden,2026,250.0,
Fire Department,FD-GAS & Diesel,2024,1500.0,219.33
Fire Department,FD-GAS & Diesel,2025,1500.0,
Fire Department,FD-GAS & Diesel,2026,1000.0,
Fire Department,FD-Stipends,2024,18000.0,20307.3
Fire Department,FD-Stipends,2025,18000.0,
Fire Department,FD-Stipends,2026,22000.0,
Fire Department,FD: Payroll Taxes,2024,0.0,772.06
Fire Department,FD: Payroll Taxes,2025,0.0,
Fire Department,FD: Payroll Taxes,2026,1779.8,
Fire Department,FD-Communication/Radio,2024,1200.0,2731.5
Fire Department,FD-Communication/Radio,2025,1200.0,
Fire Department,FD-Communication/Radio,2026,1200.0,
Fire Department,FD: Subcontracted Services,2024,0.0,240.0
Fire Department,FD: Subcontracted Services,2025,0.0,
Fire Department,FD: Subcontracted Services,2026,300.0,
Fire Department,FD: Towing,2024,0.0,400.0
Fire Department,FD: Towing,2025,0.0,
Fire Department,FD: Towing,2026,0.0,
Fire Department,FD: Purchase Fire Truck,2024,0.0,135000.0
Fire Department,FD: Purchase Fire Truck,2025,0.0,
Fire Department,FD: Purchase Fire Truck,2026,0.0,
Fire Department,FD: Flood,2024,0.0,777.93
Fire Department,FD: Flood,2025,0.0,
Fire Department,FD: Flood,2026,0.0,
Fire Department,E911 Signs,2024,0.0,0.0
Fire Department,E911 Signs,2025,0.0,
Fire Department,E911 Signs,2026,0.0,
Fire Department,FD SUB-TOTAL,2024,87859.0,234873.41
Fire Department,FD SUB-TOTAL,2025,93661.0,
Fire Department,FD SUB-TOTAL,2026,105399.21,
Fire Department Debt Service,Fire Station Bond,2024,40000.0,40000.0
Fire Department Debt Service,Fire Station Bond,2025,40000.0,
Fire Department Debt Service,Fire Station Bond,2026,40000.0,
Fire Department Debt Service,Fire Station Interest,2024,12356.0,10742.91
Fire Department Debt Service,Fire Station Interest,2025,10548.0,
Fire Department Debt Service,Fire Station Interest,2026,8699.7,
Fire Department Debt Service,VTECH Freightliner Tanker - PRIN,2024,14593.0,14593.43
Fire Department Debt Service,VTECH Freightliner Tanker - PRIN,2025,14593.0,
Fire Department Debt Service,VTECH Freightliner Tanker - PRIN,2026,14593.0,
Fire Department Debt Service,VTECH Freightliner Tanker - INT,2024,1313.0,1457.02
Fire Department Debt Service,VTECH Freightliner Tanker - INT,2025,876.0,
Fire Department Debt Service,VTECH Freightliner Tanker - INT,2026,437.49,
Fire Department Debt Service,F/D DEBT SERVICE Sub Total,2024,68262.0,66793.36
Fire Department Debt Service,F/D DEBT SERVICE Sub Total,2025,66017.0,
Fire Department Debt Service,F/D DEBT SERVICE Sub Total,2026,63730.19,
Fire Department Debt Service,TOTAL FIRE DEPARTMENT,2024,156121.0,301666.77
Fire Department Debt Service,TOTAL FIRE DEPARTMENT,2025,159678.0,
Fire Department Debt Service,TOTAL FIRE DEPARTMENT,2026,169129.4,
Winter Maintenance,Road Salt,2024,15840.0,11747.2
Winter Maintenance,Road Salt,2025,19800.0,
Winter Maintenance,Road Salt,2026,19800.0,
Winter Maintenance,Winter Sand,2024,25500.0,37093.7
Winter Maintenance,Winter Sand,2025,25500.0,
Winter Maintenance,Winter Sand,2026,30000.0,
Winter Maintenance,Trucking,2024,20000.0,22223.75
Winter Maintenance,Trucking,2025,25000.0,
Winter Maintenance,Trucking,2026,25000.0,
Winter Maintenance,Tire Chains,2024,10000.0,16445.0
Winter Maintenance,Tire Chains,2025,10500.0,
Winter Maintenance,Tire Chains,2026,12500.0,
Winter Maintenance,Salt Shed,2024,0.0,585.55
Winter Maintenance,Salt Shed,2025,0.0,
Winter Maintenance,Salt Shed,2026,0.0,
Winter Maintenance,WINTER MAINT. SUBTOTAL,2024,71340.0,88095.2
Winter Maintenance,WINTER MAINT. SUBTOTAL,2025,80800.0,
Winter Maintenance,WINTER MAINT. SUBTOTAL,2026,87300.0,
Summer Maintenance,Seed,2024,2000.0,0.0
Summer Maintenance,Seed,2025,2000.0,
Summer Maintenance,Seed,2026,2000.0,
Summer Maintenance,Hot Mix/Cold Patch,2024,1000.0,1548.36
Summer Maintenance,Hot Mix/Cold Patch,2025,1000.0,
Summer Maintenance,Hot Mix/Cold Patch,2026,1500.0,
Summer Maintenance,Stone Ditch Lining,2024,0.0,560.0
Summer Maintenance,Stone Ditch Lining,2025,0.0,
Summer Maintenance,Stone Ditch Lining,2026,0.0,
Summer Maintenance,"Hay, Mulch, Netting",2024,0.0,0.0
Summer Maintenance,"Hay, Mulch, Netting",2025,0.0,
Summer Maintenance,"Hay, Mulch, Netting",2026,0.0,
Summer Maintenance,Road Gravel,2024,30000.0,32077.0
Summer Maintenance,Road Gravel,2025,40000.0,
Summer Maintenance,Road Gravel,2026,60000.0,
Summer Maintenance,Roadside Mowing,2024,7000.0,0.0
Summer Maintenance,Roadside Mowing,2025,7000.0,
Summer Maintenance,Roadside Mowing,2026,10000.0,
Summer Maintenance,Chloride,2024,23000.0,16480.17
Summer Maintenance,Chloride,2025,23000.0,
Summer Maintenance,Chloride,2026,23000.0,
Summer Maintenance,Rental Equipment,2024,3000.0,0.0
Summer Maintenance,Rental Equipment,2025,3000.0,
Summer Maintenance,Rental Equipment,2026,3000.0,
Summer Maintenance,Tree Service,2024,5000.0,713.2
Summer Maintenance,Tree Service,2025,5000.0,
Summer Maintenance,Tree Service,2026,0.0,
Summer Maintenance,Green-Up,2024,500.0,1560.81
Summer Maintenance,Green-Up,2025,500.0,
Summer Maintenance,Green-Up,2026,1500.0,
Summer Maintenance,Storm Water Discharge Fee,2024,1590.0,1350.0
Summer Maintenance,Storm Water Discharge Fee,2025,1590.0,
Summer Maintenance,Storm Water Discharge Fee,2026,1590.0,
Summer Maintenance,Miscellaneous Summer Maintenance,2024,0.0,0.0
Summer Maintenance,Miscellaneous Summer Maintenance,2025,0.0,
Summer Maintenance,Miscellaneous Summer Maintenance,2026,0.0,
Summer Maintenance,Unforseen Road Repairs,2024,0.0,0.0
Summer Maintenance,Unforseen Road Repairs,2025,0.0,
Summer Maintenance,Unforseen Road Repairs,2026,0.0,
Summer Maintenance,Trucking,2024,0.0,0.0
Summer Maintenance,Trucking,2025,0.0,
Summer Maintenance,Trucking,2026,0.0,
Summer Maintenance,SUMMER MAINT. SUBTOTAL,2024,73090.0,54289.54
Summer Maintenance,SUMMER MAINT. SUBTOTAL,2025,83090.0,
Summer Maintenance,SUMMER MAINT. SUBTOTAL,2026,102590.0,
Equipment Maintenance,Equipment Repairs & Vendors,2024,38000.0,42621.5
Equipment Maintenance,Equipment Repairs & Vendors,2025,38000.0,
Equipment Maintenance,Equipment Repairs & Vendors,2026,43000.0,
Equipment Maintenance,Equipment Parts & Supplies,2024,20000.0,19353.59
Equipment Maintenance,Equipment Parts & Supplies,2025,20000.0,
Equipment Maintenance,Equipment Parts & Supplies,2026,20000.0,
Equipment Maintenance,Plow & Sander Equipment,2024,8000.0,11300.37
Equipment Maintenance,Plow & Sander Equipment,2025,8000.0,
Equipment Maintenance,Plow & Sander Equipment,2026,8000.0,
Equipment Maintenance,Bulk Oil & DEF,2024,5200.0,4657.81
Equipment Maintenance,Bulk Oil & DEF,2025,5200.0,
Equipment Maintenance,Bulk Oil & DEF,2026,5200.0,
Equipment Maintenance,Used Oil Recycling,2024,400.0,487.36
Equipment Maintenance,Used Oil Recycling,2025,400.0,
Equipment Maintenance,Used Oil Recycling,2026,500.0,
Equipment Maintenance,Inspections,2024,750.0,162.75
Equipment Maintenance,Inspections,2025,750.0,
Equipment Maintenance,Inspections,2026,750.0,
Equipment Maintenance,Towing,2024,2500.0,3500.0
Equipment Maintenance,Towing,2025,2500.0,
Equipment Maintenance,Towing,2026,3000.0,
Equipment Maintenance,Tires,2024,9000.0,4564.24
Equipment Maintenance,Tires,2025,9000.0,
Equipment Maintenance,Tires,2026,10000.0,
Equipment Maintenance,EQUIPMENT MAINT. SUBTOTAL,2024,83850.0,86647.62
Equipment Maintenance,EQUIPMENT MAINT. SUBTOTAL,2025,83850.0,
Equipment Maintenance,EQUIPMENT MAINT. SUBTOTAL,2026,90450.0,
Specialized Services,Sub Contractor,2024,30000.0,0.0
Specialized Services,Sub Contractor,2025,30000.0,
Specialized Services,Sub Contractor,2026,20000.0,
Specialized Services,Road Inventory Software,2024,0.0,0.0
Specialized Services,Road Inventory Software,2025,0.0,
Specialized Services,Road Inventory Software,2026,6600.0,
Specialized Services,SPECIALIZED SERVICES SUBTOTAL,2024,30000.0,0.0
Specialized Services,SPECIALIZED SERVICES SUBTOTAL,2025,30000.0,
Specialized Services,SPECIALIZED SERVICES SUBTOTAL,2026,26600.0,
Garage Maintenance,"Shop Supplies (Towels, Rags, etc)",2024,2000.0,2450.63
Garage Maintenance,"Shop Supplies (Towels, Rags, etc)",2025,2000.0,
Garage Maintenance,"Shop Supplies (Towels, Rags, etc)",2026,2500.0,
Garage Maintenance,Waste Disposal,2024,2000.0,2519.36
Garage Maintenance,Waste Disposal,2025,2000.0,
Garage Maintenance,Waste Disposal,2026,2700.0,
Garage Maintenance,Air Gas Services,2024,775.0,684.87
Garage Maintenance,Air Gas Services,2025,775.0,
Garage Maintenance,Air Gas Services,2026,775.0,
Garage Maintenance,Vermont State UST Fee,2024,0.0,0.0
Garage Maintenance,Vermont State UST Fee,2025,0.0,
Garage Maintenance,Vermont State UST Fee,2026,0.0,
Garage Maintenance,Fuel Tank Maintenance,2024,500.0,0.0
Garage Maintenance,Fuel Tank Maintenance,2025,500.0,
Garage Maintenance,Fuel Tank Maintenance,2026,500.0,
Garage Maintenance,Garage Door Maintenance,2024,500.0,0.0
Garage Maintenance,Garage Door Maintenance,2025,500.0,
Garage Maintenance,Garage Door Maintenance,2026,500.0,
Garage Maintenance,Office Supplies & Misc,2024,500.0,32.24
Garage Maintenance,Office Supplies & Misc,2025,500.0,
Garage Maintenance,Office Supplies & Misc,2026,500.0,
Garage Maintenance,Small Tool Purchases,2024,1500.0,1541.48
Garage Maintenance,Small Tool Purchases,2025,1500.0,
Garage Maintenance,Small Tool Purchases,2026,1500.0,
Garage Maintenance,Building Maintenance,2024,0.0,0.0
Garage Maintenance,Building Maintenance,2025,0.0,
Garage Maintenance,Building Maintenance,2026,0.0,
Garage Maintenance,GARAGE MAINT. SUBTOTAL,2024,7775.0,7228.58
Garage Maintenance,GARAGE MAINT. SUBTOTAL,2025,7775.0,
Garage Maintenance,GARAGE MAINT. SUBTOTAL,2026,8975.0,
Utilities,Electricty,2024,4000.0,2513.31
Utilities,Electricty,2025,4000.0,
Utilities,Electricty,2026,4000.0,
Utilities,Heat,2024,6500.0,5831.01
Utilities,Heat,2025,6500.0,
Utilities,Heat,2026,6500.0,
Utilities,Phone,2024,1000.0,1341.52
Utilities,Phone,2025,1000.0,
Utilities,Phone,2026,1500.0,
Utilities,UTILITIES SUBTOTAL,2024,11500.0,9685.84
Utilities,UTILITIES SUBTOTAL,2025,11500.0,
Utilities,UTILITIES SUBTOTAL,2026,12000.0,
Gas & Diesel,GAS,2024,6000.0,3217.93
Gas & Diesel,GAS,2025,6000.0,
Gas & Diesel,GAS,2026,6000.0,
Gas & Diesel,Diesel,2024,60000.0,56455.77
Gas & Diesel,Diesel,2025,60000.0,
Gas & Diesel,Diesel,2026,60000.0,
Gas & Diesel,GAS & DIESEL SUB-TOTAL,2024,66000.0,59673.7
Gas & Diesel,GAS & DIESEL SUB-TOTAL,2025,66000.0,
Gas & Diesel,GAS & DIESEL SUB-TOTAL,2026,66000.0,
Wages & Benefits,Wages,2024,266554.0,251245.65
Wages & Benefits,Wages,2025,277226.0,
Wages & Benefits,Wages,2026,288000.96,
Wages & Benefits,P/W : Payroll Tax (SS & MED & ACT76),2024,20391.0,19467.88
Wages & Benefits,P/W : Payroll Tax (SS & MED & ACT76),2025,22428.0,
Wages & Benefits,P/W : Payroll Tax (SS & MED & ACT76),2026,23299.28,
Wages & Benefits,Unemployment Taxes,2024,465.0,467.16
Wages & Benefits,Unemployment Taxes,2025,280.0,
Wages & Benefits,Unemployment Taxes,2026,290.08,
Wages & Benefits,Retirement,2024,17992.0,17220.48
Wages & Benefits,Retirement,2025,19406.0,
Wages & Benefits,Retirement,2026,20880.07,
Wages & Benefits,Life & ADD& Long Term Disability,2024,1500.0,1170.22
Wages & Benefits,Life & ADD& Long Term Disability,2025,1620.0,
Wages & Benefits,Life & ADD& Long Term Disability,2026,1620.0,
Wages & Benefits,Health Insurance,2024,45084.0,41940.43
Wages & Benefits,Health Insurance,2025,60148.0,
Wages & Benefits,Health Insurance,2026,85580.93,
Wages & Benefits,"Uniforms, Safety Equip, DOT Compliance",2024,5000.0,3808.85
Wages & Benefits,"Uniforms, Safety Equip, DOT Compliance",2025,5000.0,
Wages & Benefits,"Uniforms, Safety Equip, DOT Compliance",2026,5000.0,
Wages & Benefits,Property & Casualty Insurance,2024,13300.0,11733.5
Wages & Benefits,Property & Casualty Insurance,2025,13300.0,
Wages & Benefits,Property & Casualty Insurance,2026,11800.0,
Wages & Benefits,Workers Comp Insurance,2024,20231.0,26578.32
Wages & Benefits,Workers Comp Insurance,2025,19855.0,
Wages & Benefits,Workers Comp Insurance,2026,21312.07,
Wages & Benefits,Mileage Reimbursement,2024,0.0,254.34
Wages & Benefits,Mileage Reimbursement,2025,500.0,
Wages & Benefits,Mileage Reimbursement,2026,500.0,
Wages & Benefits,Courses & Seminars,2024,300.0,40.0
Wages & Benefits,Courses & Seminars,2025,300.0,
Wages & Benefits,Courses & Seminars,2026,300.0,
Wages & Benefits,FEMA: Wages,2024,0.0,599.04
Wages & Benefits,FEMA: Wages,2025,0.0,
Wages & Benefits,FEMA: Wages,2026,0.0,
Wages & Benefits,FEMA Mileage,2024,0.0,318.13
Wages & Benefits,FEMA Mileage,2025,0.0,
Wages & Benefits,FEMA Mileage,2026,0.0,
