section,line_item,fiscal_year,budgeted,actual
TOWN HALL,Street Lights,2018,2200,2040
TOWN HALL,Street Lights,2019,2200,
TOWN HALL,Street Lights,2020,2200,
TOWN HALL,Janitorial,2018,1500,1354
TOWN HALL,Janitorial,2019,1500,
TOWN HALL,Janitorial,2020,1500,
TOWN HALL,TOTAL TOWN HALL,2018,13926,12985
TOWN HALL,TOTAL TOWN HALL,2019,13950,
TOWN HALL,TOTAL TOWN HALL,2020,15900,
PUBLIC SAFETY,Wages: Health Officer,2018,0,0
PUBLIC SAFETY,Wages: Health Officer,2019,1040,
PUBLIC SAFETY,Wages: Health Officer,2020,1040,
PUBLIC SAFETY,Wages: Animal Control Officer,2018,1000,0
PUBLIC SAFETY,Wages: Animal Control Officer,2019,1040,
PUBLIC SAFETY,Wages: Animal Control Officer,2020,1040,
PUBLIC SAFETY,P/S : Payroll Tax (SS & MED),2018,114,0
PUBLIC SAFETY,P/S : Payroll Tax (SS & MED),2019,159,
PUBLIC SAFETY,P/S : Payroll Tax (SS & MED),2020,159,
PUBLIC SAFETY,P/S : Workers Compensation,2018,0,0
PUBLIC SAFETY,P/S : Workers Compensation,2019,0,
PUBLIC SAFETY,P/S : Workers Compensation,2020,94,
PUBLIC SAFETY,Courses/Seminars,2018,100,0
PUBLIC SAFETY,Courses/Seminars,2019,100,
PUBLIC SAFETY,Courses/Seminars,2020,100,
PUBLIC SAFETY,Ambulance,2018,63974,64156
PUBLIC SAFETY,Ambulance,2019,65894,
PUBLIC SAFETY,Ambulance,2020,67871,
PUBLIC SAFETY,Speed Enforcement,2018,7500,3010
PUBLIC SAFETY,Speed Enforcement,2019,7500,
PUBLIC SAFETY,Speed Enforcement,2020,7500,
PUBLIC SAFETY,Dog Pound,2018,600,0
PUBLIC SAFETY,Dog Pound,2019,600,
PUBLIC SAFETY,Dog Pound,2020,600,
PUBLIC SAFETY,Emergency Management,2018,250,156
PUBLIC SAFETY,Emergency Management,2019,250,
PUBLIC SAFETY,Emergency Management,2020,3705,
PUBLIC SAFETY,TOTAL PUBLIC SAFETY,2018,73538,67323
PUBLIC SAFETY,TOTAL PUBLIC SAFETY,2019,76583,
PUBLIC SAFETY,TOTAL PUBLIC SAFETY,2020,82109,
FIRE DEPARTMENT,FD-Insurance: Property & Casualty,2018,8200,8423
FIRE DEPARTMENT,FD-Insurance: Property & Casualty,2019,7370,
FIRE DEPARTMENT,FD-Insurance: Property & Casualty,2020,7810,
FIRE DEPARTMENT,FD-Insurance: Workers Compensation,2018,1800,366
FIRE DEPARTMENT,FD-Insurance: Workers Compensation,2019,1280,
FIRE DEPARTMENT,FD-Insurance: Workers Compensation,2020,1145,
FIRE DEPARTMENT,FD-Supplies,2018,200,199
FIRE DEPARTMENT,FD-Supplies,2019,200,
FIRE DEPARTMENT,FD-Supplies,2020,200,
FIRE DEPARTMENT,FD-Equipment Repair,2018,9500,8236
FIRE DEPARTMENT,FD-Equipment Repair,2019,7000,
FIRE DEPARTMENT,FD-Equipment Repair,2020,7000,
FIRE DEPARTMENT,FD-Equipment Purchase,2018,4531,5846
FIRE DEPARTMENT,FD-Equipment Purchase,2019,6000,
FIRE DEPARTMENT,FD-Equipment Purchase,2020,3000,
FIRE DEPARTMENT,FD-Telephone,2018,1100,1069
FIRE DEPARTMENT,FD-Telephone,2019,1100,
FIRE DEPARTMENT,FD-Telephone,2020,1100,
FIRE DEPARTMENT,FD-Fast Squad,2018,1000,445
FIRE DEPARTMENT,FD-Fast Squad,2019,1000,
FIRE DEPARTMENT,FD-Fast Squad,2020,1000,
FIRE DEPARTMENT,FD-Electricity,2018,1600,1275
FIRE DEPARTMENT,FD-Electricity,2019,1600,
FIRE DEPARTMENT,FD-Electricity,2020,1600,
FIRE DEPARTMENT,FD-Fuel - Heat,2018,3000,4022
FIRE DEPARTMENT,FD-Fuel - Heat,2019,3000,
FIRE DEPARTMENT,FD-Fuel - Heat,2020,4000,
FIRE DEPARTMENT,FD-Building Maintenance,2018,2500,2717
FIRE DEPARTMENT,FD-Building Maintenance,2019,1500,
FIRE DEPARTMENT,FD-Building Maintenance,2020,3000,
FIRE DEPARTMENT,FD-Radio Dispatch,2018,19882,21344
FIRE DEPARTMENT,FD-Radio Dispatch,2019,22387,
FIRE DEPARTMENT,FD-Radio Dispatch,2020,24405,
FIRE DEPARTMENT,FD-VSFA/Dues/Accounting/Training,2018,0,1258
FIRE DEPARTMENT,FD-VSFA/Dues/Accounting/Training,2019,0,
FIRE DEPARTMENT,FD-VSFA/Dues/Accounting/Training,2020,1000,
FIRE DEPARTMENT,FD-VSFA /Capital Fire Dues,2018,490,0
FIRE DEPARTMENT,FD-VSFA /Capital Fire Dues,2019,490,
FIRE DEPARTMENT,FD-VSFA /Capital Fire Dues,2020,0,
FIRE DEPARTMENT,FD-501c Legal & Accounting,2018,450,0
FIRE DEPARTMENT,FD-501c Legal & Accounting,2019,450,
FIRE DEPARTMENT,FD-501c Legal & Accounting,2020,0,
FIRE DEPARTMENT,FD-Training ($100 per member),2018,810,0
FIRE DEPARTMENT,FD-Training ($100 per member),2019,810,
FIRE DEPARTMENT,FD-Training ($100 per member),2020,0,
FIRE DEPARTMENT,Courses & Seminars,2018,0,0
FIRE DEPARTMENT,Courses & Seminars,2019,0,
FIRE DEPARTMENT,Courses & Seminars,2020,1000,
FIRE DEPARTMENT,FD-Forest Fire Warden,2018,250,0
FIRE DEPARTMENT,FD-Forest Fire Warden,2019,250,
FIRE DEPARTMENT,FD-Forest Fire Warden,2020,250,
FIRE DEPARTMENT,FD-GAS & Diesel,2018,2000,1164
FIRE DEPARTMENT,FD-GAS & Diesel,2019,2000,
FIRE DEPARTMENT,FD-GAS & Diesel,2020,2000,
FIRE DEPARTMENT,FD-Stipends,2018,3000,4065
FIRE DEPARTMENT,FD-Stipends,2019,3000,
FIRE DEPARTMENT,FD-Stipends,2020,3000,
FIRE DEPARTMENT,FD-Communication/Radio,2018,1200,648
FIRE DEPARTMENT,FD-Communication/Radio,2019,1200,
FIRE DEPARTMENT,FD-Communication/Radio,2020,1200,
FIRE DEPARTMENT,E911 Signs,2018,0,-63
FIRE DEPARTMENT,E911 Signs,2019,0,
FIRE DEPARTMENT,E911 Signs,2020,0,
FIRE DEPARTMENT,FD Sub-Total,2018,61513,61013
FIRE DEPARTMENT,FD Sub-Total,2019,60637,
FIRE DEPARTMENT,FD Sub-Total,2020,62710,
FIRE DEPARTMENT DEBT SERVICE,Fire Station Bond,2018,40000,40000
FIRE DEPARTMENT DEBT SERVICE,Fire Station Bond,2019,40000,
FIRE DEPARTMENT DEBT SERVICE,Fire Station Bond,2020,40000,
FIRE DEPARTMENT DEBT SERVICE,Fire Station Interest,2018,20583,21474
FIRE DEPARTMENT DEBT SERVICE,Fire Station Interest,2019,20583,
FIRE DEPARTMENT DEBT SERVICE,Fire Station Interest,2020,19844,
FIRE DEPARTMENT DEBT SERVICE,Freightliner Tanker - PRIN,2018,0,0
FIRE DEPARTMENT DEBT SERVICE,Freightliner Tanker - PRIN,2019,10400,
FIRE DEPARTMENT DEBT SERVICE,Freightliner Tanker - PRIN,2020,14594,
FIRE DEPARTMENT DEBT SERVICE,Freightliner Tanker - INT,2018,0,0
FIRE DEPARTMENT DEBT SERVICE,Freightliner Tanker - INT,2019,2100,
FIRE DEPARTMENT DEBT SERVICE,Freightliner Tanker - INT,2020,3056,
FIRE DEPARTMENT DEBT SERVICE,1998 Fire Truck,2018,7500,7500
FIRE DEPARTMENT DEBT SERVICE,1998 Fire Truck,2019,0,
FIRE DEPARTMENT DEBT SERVICE,1998 Fire Truck,2020,0,
FIRE DEPARTMENT DEBT SERVICE,1998 Fire Truck Interest,2018,200,197
FIRE DEPARTMENT DEBT SERVICE,1998 Fire Truck Interest,2019,0,
FIRE DEPARTMENT DEBT SERVICE,1998 Fire Truck Interest,2020,0,
FIRE DEPARTMENT DEBT SERVICE,Equipment Note FD,2018,2000,2000
FIRE DEPARTMENT DEBT SERVICE,Equipment Note FD,2019,2000,
FIRE DEPARTMENT DEBT SERVICE,Equipment Note FD,2020,2000,
FIRE DEPARTMENT DEBT SERVICE,Equipment Note FD Interest,2018,115,179
FIRE DEPARTMENT DEBT SERVICE,Equipment Note FD Interest,2019,75,
FIRE DEPARTMENT DEBT SERVICE,Equipment Note FD Interest,2020,57,
FIRE DEPARTMENT DEBT SERVICE,F/D DEBT SERVICE Sub Total,2018,70398,71350
FIRE DEPARTMENT DEBT SERVICE,F/D DEBT SERVICE Sub Total,2019,75158,
FIRE DEPARTMENT DEBT SERVICE,F/D DEBT SERVICE Sub Total,2020,79551,
FIRE DEPARTMENT DEBT SERVICE,TOTAL FIRE DEPARTMENT,2018,131911,132363
FIRE DEPARTMENT DEBT SERVICE,TOTAL FIRE DEPARTMENT,2019,135795,
FIRE DEPARTMENT DEBT SERVICE,TOTAL FIRE DEPARTMENT,2020,142261,
PUBLIC WORKS,Wages: Highway,2018,195646,191728
PUBLIC WORKS,Wages: Highway,2019,198789,
PUBLIC WORKS,Wages: Highway,2020,209853,
PUBLIC WORKS,Wages: Payroll Tax (SS & MED),2018,15032,14567
PUBLIC WORKS,Wages: Payroll Tax (SS & MED),2019,15208,
PUBLIC WORKS,Wages: Payroll Tax (SS & MED),2020,16054,
PUBLIC WORKS,Wages: Unemployment,2018,650,310
PUBLIC WORKS,Wages: Unemployment,2019,650,
PUBLIC WORKS,Wages: Unemployment,2020,650,
PUBLIC WORKS,Wages: Retirement,2018,10808,10650
PUBLIC WORKS,Wages: Retirement,2019,10934,
PUBLIC WORKS,Wages: Retirement,2020,12067,
PUBLIC WORKS,Insurance: Life/LTD/AD+D,2018,1470,1182
PUBLIC WORKS,Insurance: Life/LTD/AD+D,2019,1825,
PUBLIC WORKS,Insurance: Life/LTD/AD+D,2020,1825,
PUBLIC WORKS,Insurance: Health,2018,27000,26771
PUBLIC WORKS,Insurance: Health,2019,27923,
PUBLIC WORKS,Insurance: Health,2020,22021,
PUBLIC WORKS,Insurance: Property & Casualty,2018,11800,11237
PUBLIC WORKS,Insurance: Property & Casualty,2019,10898,
PUBLIC WORKS,Insurance: Property & Casualty,2020,11330,
PUBLIC WORKS,Insurance: Workers Compensation,2018,20100,20305
PUBLIC WORKS,Insurance: Workers Compensation,2019,24957,
PUBLIC WORKS,Insurance: Workers Compensation,2020,22000,
PUBLIC WORKS,Uniforms/Safety Equipment/DOT,2018,4610,7443
PUBLIC WORKS,Uniforms/Safety Equipment/DOT,2019,5910,
PUBLIC WORKS,Uniforms/Safety Equipment/DOT,2020,7400,
PUBLIC WORKS,Courses/Seminars,2018,300,1400
PUBLIC WORKS,Courses/Seminars,2019,300,
PUBLIC WORKS,Courses/Seminars,2020,300,
PUBLIC WORKS,Winter Maintenance,2018,,63305
PUBLIC WORKS,Winter Maintenance,2019,,
PUBLIC WORKS,Winter Maintenance,2020,,
PUBLIC WORKS,Road Salt,2018,0,
PUBLIC WORKS,Road Salt,2019,10564,
PUBLIC WORKS,Road Salt,2020,12800,
PUBLIC WORKS,Winter Sand,2018,37500,
PUBLIC WORKS,Winter Sand,2019,37500,
PUBLIC WORKS,Winter Sand,2020,37500,
PUBLIC WORKS,Trucking,2018,30000,
PUBLIC WORKS,Trucking,2019,32000,
PUBLIC WORKS,Trucking,2020,32000,
PUBLIC WORKS,Summer Maintenance,2018,,36123
PUBLIC WORKS,Summer Maintenance,2019,,
PUBLIC WORKS,Summer Maintenance,2020,,
PUBLIC WORKS,Chloride,2018,20000,
PUBLIC WORKS,Chloride,2019,14400,
PUBLIC WORKS,Chloride,2020,14250,
PUBLIC WORKS,Seed,2018,1500,
PUBLIC WORKS,Seed,2019,3000,
PUBLIC WORKS,Seed,2020,3000,
PUBLIC WORKS,Hot Mix/Cold Patch,2018,500,
PUBLIC WORKS,Hot Mix/Cold Patch,2019,500,
PUBLIC WORKS,Hot Mix/Cold Patch,2020,1000,
PUBLIC WORKS,Stone Ditch Lining & Fabric,2018,1000,
PUBLIC WORKS,Stone Ditch Lining & Fabric,2019,3000,
PUBLIC WORKS,Stone Ditch Lining & Fabric,2020,3000,
PUBLIC WORKS,"Hay, Mulch, Netting",2018,2500,
PUBLIC WORKS,"Hay, Mulch, Netting",2019,5000,
PUBLIC WORKS,"Hay, Mulch, Netting",2020,5000,
PUBLIC WORKS,Road Gravel,2018,1350,
PUBLIC WORKS,Road Gravel,2019,5000,
PUBLIC WORKS,Road Gravel,2020,5000,
PUBLIC WORKS,Roadside Mowing,2018,9600,
PUBLIC WORKS,Roadside Mowing,2019,9800,
PUBLIC WORKS,Roadside Mowing,2020,10000,
PUBLIC WORKS,Rental Equipment,2018,1000,
PUBLIC WORKS,Rental Equipment,2019,2500,
PUBLIC WORKS,Rental Equipment,2020,2500,
PUBLIC WORKS,Tree Services,2018,500,
PUBLIC WORKS,Tree Services,2019,1000,
PUBLIC WORKS,Tree Services,2020,2000,
PUBLIC WORKS,Storm Water Discharge Fee,2018,0,
PUBLIC WORKS,Storm Water Discharge Fee,2019,0,
PUBLIC WORKS,Storm Water Discharge Fee,2020,1350,
PUBLIC WORKS,Green-Up,2018,0,0
PUBLIC WORKS,Green-Up,2019,0,
PUBLIC WORKS,Green-Up,2020,500,
PUBLIC WORKS,Equipment Maintenance,2018,,78335
PUBLIC WORKS,Equipment Maintenance,2019,,
PUBLIC WORKS,Equipment Maintenance,2020,,
PUBLIC WORKS,Equipment Repairs,2018,7690,
PUBLIC WORKS,Equipment Repairs,2019,15000,
PUBLIC WORKS,Equipment Repairs,2020,21500,
PUBLIC WORKS,Equipment Parts,2018,11550,
PUBLIC WORKS,Equipment Parts,2019,15000,
PUBLIC WORKS,Equipment Parts,2020,15000,
PUBLIC WORKS,Plow & Sander Equipment,2018,8000,
PUBLIC WORKS,Plow & Sander Equipment,2019,8000,
PUBLIC WORKS,Plow & Sander Equipment,2020,8000,
PUBLIC WORKS,Bulk Oil &DEF,2018,4050,
PUBLIC WORKS,Bulk Oil &DEF,2019,4050,
PUBLIC WORKS,Bulk Oil &DEF,2020,5000,
PUBLIC WORKS,Inspections,2018,300,
PUBLIC WORKS,Inspections,2019,300,
PUBLIC WORKS,Inspections,2020,400,
PUBLIC WORKS,Tires,2018,8500,
PUBLIC WORKS,Tires,2019,12000,
PUBLIC WORKS,Tires,2020,9000,
PUBLIC WORKS,Garage Maintenance,2018,,12342
PUBLIC WORKS,Garage Maintenance,2019,,
PUBLIC WORKS,Garage Maintenance,2020,,
PUBLIC WORKS,"Shop Supplies (towels,etc)",2018,1000,
PUBLIC WORKS,"Shop Supplies (towels,etc)",2019,1030,
PUBLIC WORKS,"Shop Supplies (towels,etc)",2020,1382,
PUBLIC WORKS,Waste Disposal,2018,1000,
PUBLIC WORKS,Waste Disposal,2019,1000,
PUBLIC WORKS,Waste Disposal,2020,1000,
PUBLIC WORKS,Air Gas Service Contract,2018,775,
PUBLIC WORKS,Air Gas Service Contract,2019,775,
PUBLIC WORKS,Air Gas Service Contract,2020,775,
PUBLIC WORKS,Vermont State UST Fee,2018,50,
PUBLIC WORKS,Vermont State UST Fee,2019,50,
PUBLIC WORKS,Vermont State UST Fee,2020,50,
PUBLIC WORKS,Fuel Tank Maintenance,2018,300,
PUBLIC WORKS,Fuel Tank Maintenance,2019,300,
PUBLIC WORKS,Fuel Tank Maintenance,2020,300,
PUBLIC WORKS,Garage DoorMaintenance,2018,1500,
PUBLIC WORKS,Garage DoorMaintenance,2019,1000,
PUBLIC WORKS,Garage DoorMaintenance,2020,1000,
PUBLIC WORKS,Office Supplies & Misc,2018,500,
PUBLIC WORKS,Office Supplies & Misc,2019,500,
PUBLIC WORKS,Office Supplies & Misc,2020,500,
PUBLIC WORKS,Electricty,2018,2500,2291
PUBLIC WORKS,Electricty,2019,2500,
PUBLIC WORKS,Electricty,2020,2500,
PUBLIC WORKS,Heat,2018,4000,4810
PUBLIC WORKS,Heat,2019,5655,
PUBLIC WORKS,Heat,2020,6000,
PUBLIC WORKS,Phone,2018,1500,1142
PUBLIC WORKS,Phone,2019,1500,
PUBLIC WORKS,Phone,2020,1500,
PUBLIC WORKS,Gas/Diesel,2018,42000,40281
PUBLIC WORKS,Gas/Diesel,2019,41500,
PUBLIC WORKS,Gas/Diesel,2020,43675,
PUBLIC WORKS,Culverts,2018,15000,505
PUBLIC WORKS,Culverts,2019,20000,
PUBLIC WORKS,Culverts,2020,20000,
PUBLIC WORKS,Signs,2018,3500,609
PUBLIC WORKS,Signs,2019,3500,
PUBLIC WORKS,Signs,2020,3500,
PUBLIC WORKS,Construction,2018,56200,73246
PUBLIC WORKS,Construction,2019,20000,
PUBLIC WORKS,Construction,2020,20000,
PUBLIC WORKS,Small Tool Purchase,2018,5050,1829
PUBLIC WORKS,Small Tool Purchase,2019,3500,
PUBLIC WORKS,Small Tool Purchase,2020,3500,
PUBLIC WORKS,Bridge Fund,2018,6000,6000
PUBLIC WORKS,Bridge Fund,2019,6000,
PUBLIC WORKS,Bridge Fund,2020,6000,
PUBLIC WORKS,Paving Fund,2018,30000,30000
PUBLIC WORKS,Paving Fund,2019,30000,
PUBLIC WORKS,Paving Fund,2020,30000,
PUBLIC WORKS,Town Garage Building Fund,2018,0,0
PUBLIC WORKS,Town Garage Building Fund,2019,5000,
PUBLIC WORKS,Town Garage Building Fund,2020,5000,
PUBLIC WORKS,Grants-Town Match,2018,0,204
PUBLIC WORKS,Grants-Town Match,2019,0,
PUBLIC WORKS,Grants-Town Match,2020,0,
PUBLIC WORKS,Sub Total,2018,603831,636616
PUBLIC WORKS,Sub Total,2019,619818,
PUBLIC WORKS,Sub Total,2020,638982,
PUBLIC WORKS DEBT SERVICE,2019 Freightliner Dump,2018,0,0
PUBLIC WORKS DEBT SERVICE,2019 Freightliner Dump,2019,0,
PUBLIC WORKS DEBT SERVICE,2019 Freightliner Dump,2020,21409,
PUBLIC WORKS DEBT SERVICE,2019 Freightliner Dump - INT,2018,0,0
PUBLIC WORKS DEBT SERVICE,2019 Freightliner Dump - INT,2019,0,
PUBLIC WORKS DEBT SERVICE,2019 Freightliner Dump - INT,2020,4857,
